Name,Date,Review,Stars
July Perova,30.11.2019 18:01,"Купили двушку 62 квадрата в Пехре, сейчас пока следим за строительством. Судя по темпу работы, скоро увидим клбчи. Еще и получили кешбек от застройщика, потому что привели родственников купить квартиру в Пехре, что-бы жить по соседству.",5
Марина,25.11.2019 16:12,"Думали, что не закончится строительство нашего комплекса. Столько судов прошло, что почти потеряли надежду. Но Гранель все-таки сделал это, практически готов наш дом. Хочется уже получить ключи и въехать наконец в свою долгожданную квартиру.
Достоинства: Надеялись и свершилось
Ждали целую вечность из-за предыдущего застройщика
Читать полностью",4
Павел,20.08.2024 23:32,"Уже скоро будут сдавать наш дом в Аникеевском. Мы выбрали квартиру с отделкой. Тут было две причины. 1. стоимость ремонта входила в общую цену за квартиру, а у нас ипотека. Думаю, тут понятно почему. 2. Сами ремонт делать не планировали, это же надо быть постоянно на месте,контролировать рабочих, а я работаю на заводе, отпрашиваться постоянно не смогу, жена тем более, она с ребенком в декрете сидит.",5
Александр,22.07.2024 22:09,"МО ГО Красногорск. Жители ЖК «Аникеевский», живя в 20 минутах ходьбы от станции МЦД «Аникеевка», фактически не имеют возможности до нее дойти...
Достоинства: быстро строят
Недостатки: обещают и продолжают обещать(
Читать полностью",3
Валерий,28.05.2023 07:58,"Ужас а не компания
Достоинства: Нет
Недостатки: Самая плохая продукция на рынке московского девелопмента! Реально подумайте много раз, прежде чем связываться с квартирами от данного застройщика! Не ведитесь на агрессивную накрутку отзывов! Иначе потом проблем и нервотрепки со строительными косяками и аварийными ситуациями, а также хамством менеджеров, не оберетесь. Прокатитесь по новым районам - сравните с конкурентами от ПИК, ФСК Лидер итп., ГК Пионер, ГК Абсолют... Разницу в уровне строительства, увидите сразу!!! Если вы уже допустили оплошность и связались с данной конторой - не стесняйтесь требовать своего права и подавайте коллективные иски!
Читать полностью",1
Кристина,04.12.2019 21:31,"Мы жильё сразу выбирали в строящихся домах, так гораздо выгодней по цене выходит. Хотелось конечно в застройщике не ошибиться, выбрать надёжного, чтобы жк был достроен до конца и сдан желательно тоже во время. Гранель отвечал нашим требованиям, заброшенных объектов нет, всё сдают как положено. Квартиру купили в жк Москвичка, брали на начальном этапе строительства. В этом месяце на наш 2 корпус выдавать ключи уже будут.",4
Артем,15.05.2024 12:54,"Мне понравилось, когда стали смотреть у Гранель в заинтересовавшем нас комплексе квартиры, что есть классические форматы планировок. Не евро эти, а обычные квартиры. Может, я человек старой закалки, но не понимаю я всех этих новомодных веяний. Мы купили классическую трешку, очень хорошая планировка и большой метраж.",5
Эдуард,18.03.2023 19:11,"Купил квартиру с ремонтом в ЖК ""Новая рига"". Качество ремонта отвратительное, комплектующие самые дешеные и ненадежные. Очень пожалел, лучше заплатить дороже, но сделать нормальный ремонт. Застройщик обманывает, вынуждая сразу подписать Акт приемки без замечаний. После этого направляет в другую компанию, которая реально выполняла ремонт, у которой наплевательское отношение к клиентам.
Сдали почти в срок.
Не рекомендую покупать с ремонтом!
Читать полностью",2
Петр,14.11.2022 09:57,"Все положительные отзывы фальшивые. Накрутка рейтинга и не более того. Гранель коррумпированная организация, где царит кумовство и распил откатов. Тендеры итп ,валяются фикцией. Строительство на нижайшем уровне. Все осыпается, трескается покрывается подтеками ещё до сдачи в эксплуатацию.
Достоинства: Нет
Читать полностью",0
Семён,28.11.2021 15:23,"Слышал отзывы тех, кто живёт в их домах. Основное, что говорят - выгодно взяли.",5
Рита,24.05.2021 20:49,"Напишу, как у нас было. Рассматривали южное направление. Хотелось, чтобы было не слишком далеко от метро. ЖК Москвичка по расположению подошел, он в 5 минутах от Коммунарки. Цена тоже устроила. Переживали, сдаст ли Гранель вовремя наш корпус. Но все прошло нормально, все обещания по срокам застройщик выполнил.",5
Артем,17.12.2024 17:02,"Вставлю свои пять компеек про отделку от застройщика. Да, может она и не супер-пупер дизайнерская. Но у нас и дом не премиум класса, мягко говоря, и не бизнес. Обычный комфорт. Но отделка хорошая, два года как живу в квартире, Все на месте, ничего не отошло, не отвалилось и тд.",5
Коля,28.11.2024 14:50,"Сколько людей столько и мнений. и на истину я не претендую. Но мне ключи от квартиры уже выдали, получил 19 ноября их. А по договору дом должны были сдать только в конце года. Так что сдали раньше.",5
Нина,26.11.2024 16:58,Нам обещали и построили школу. Вот за это большое спасибо,5
отзыв,02.10.2024 05:11,"Наблюдаю за строительством ГРАНЕЛЬ и их ЖК, это просто убого и не стоит не гроша! Застройщик- обманщик, не выполняются обязательства по инфраструктуре, дома построены отвратительно, УК (отвратительно работает) и их провайдер монополисты, дышать нечем. Даже минимум не делают. При приемке квартиры выдают не подписанный акт со стороны застройщика, ТОЛЬКО через месяц выдадут акт. Для того,чтобы не поднимали шум покупатели - предлагают бесплатное оформление квартиры, также через месяц документы на оформление будут переданы. Навязывают УК с огромными тарифами за обслуживание и не нужными функциями, за которые будут платить собственники. Корпус был сдан в феврале, ключи выдавали - в июне. Перенос сроков был из-за благоустройства, по факту Благоустройства НЕТ. Трава растет, никто не скашивает, 2 дерева посадили. Приглашение на приемку квартиру заранее не согласовывают, Вас перед фактом поставят в какой день и время приехать. По организационным вопросам - худшая компания!
нет
иного
Читать полностью",1
Мария,27.08.2024 20:51,"Гранель ужаснейшая компания, которая в сговоре со всей Администрацией Г. долгопрудный, занимаются все вместе мошенничеством и отмыванием денег. Систематические отключения горячей воды по ул Парковая 44, по 3 ДНЯ не бывает ГОРЯЧЕЙ воды ПЕРМАНЕНТНО БЕЗ ПРЕДУПРЕЖДЕНИЙ (ДА КУДА УЖ ТАМ??ГАВНЕЛЮ ЖЕ МОЖНО ВСЕ!) ВСЕМ ПОФИГУ. И Администрации, и Гранель уж тем более. А у меня в квартире отсутствует и холодная (она вообще не холодная которой должна быть) но я уже смирилась, потому что ВСЕМ ПОФИГУ. Постоянные сбои выключения электричества. Вы- ГРАНЕЛЬ И АДМИНИСТРАЦИЯ Г. ДОЛГОПРУДНЫЙ. ВОРЫ и мошенники, которые пилят деньги, занимаются мошенничеством с начислением ЖКУ. В сговоре все- иначе ничем не обьяснить абсолютное равнодушие вышестоящих управ на ГРАНЕЛЬЖКХ. p.s. Дом введен в эксплуатацию вообще с отсутствием горячей воды, и это ошибка при постройке дома. Интересно, как же такой дом допустили и дали разрешающие документы? А ответ простой. Вы воры и мошенники)
НЕТ
Читать полностью",0
Виталий Л,21.05.2024 14:34,"Самая плохая продукция на рынке московского девелопмента! Реально подумайте много раз, прежде чем связываться с квартирами от данного застройщика! Не ведитесь на агрессивную накрутку отзывов! Иначе потом проблем и нервотрепки со строительными косяками и аварийными ситуациями, а также хамством менеджеров, не оберетесь. Прокатитесь по новым районам — сравните с конкурентами от ПИК, ФСК Лидер итп., ГК Пионер, ГК Абсолют… Разницу в уровне строительства, увидите сразу!!! Если вы уже допустили оплошность и связались с данной конторой — не стесняйтесь требовать своего права и подавайте коллективные иски!
Читать полностью",1
Павел,20.08.2024 23:32,"Уже скоро будут сдавать наш дом в Аникеевском. Мы выбрали квартиру с отделкой. Тут было две причины. 1. стоимость ремонта входила в общую цену за квартиру, а у нас ипотека. Думаю, тут понятно почему. 2. Сами ремонт делать не планировали, это же надо быть постоянно на месте,контролировать рабочих, а я работаю на заводе, отпрашиваться постоянно не смогу, жена тем более, она с ребенком в декрете сидит.",5
Александр,22.07.2024 22:09,"МО ГО Красногорск. Жители ЖК «Аникеевский», живя в 20 минутах ходьбы от станции МЦД «Аникеевка», фактически не имеют возможности до нее дойти...
Достоинства: быстро строят
Недостатки: обещают и продолжают обещать(
Читать полностью",3
Валерий,28.05.2023 07:58,"Ужас а не компания
Достоинства: Нет
Недостатки: Самая плохая продукция на рынке московского девелопмента! Реально подумайте много раз, прежде чем связываться с квартирами от данного застройщика! Не ведитесь на агрессивную накрутку отзывов! Иначе потом проблем и нервотрепки со строительными косяками и аварийными ситуациями, а также хамством менеджеров, не оберетесь. Прокатитесь по новым районам - сравните с конкурентами от ПИК, ФСК Лидер итп., ГК Пионер, ГК Абсолют... Разницу в уровне строительства, увидите сразу!!! Если вы уже допустили оплошность и связались с данной конторой - не стесняйтесь требовать своего права и подавайте коллективные иски!
Читать полностью",1
Кристина,04.12.2019 21:31,"Мы жильё сразу выбирали в строящихся домах, так гораздо выгодней по цене выходит. Хотелось конечно в застройщике не ошибиться, выбрать надёжного, чтобы жк был достроен до конца и сдан желательно тоже во время. Гранель отвечал нашим требованиям, заброшенных объектов нет, всё сдают как положено. Квартиру купили в жк Москвичка, брали на начальном этапе строительства. В этом месяце на наш 2 корпус выдавать ключи уже будут.",4
Артем,15.05.2024 12:54,"Мне понравилось, когда стали смотреть у Гранель в заинтересовавшем нас комплексе квартиры, что есть классические форматы планировок. Не евро эти, а обычные квартиры. Может, я человек старой закалки, но не понимаю я всех этих новомодных веяний. Мы купили классическую трешку, очень хорошая планировка и большой метраж.",5
Эдуард,18.03.2023 19:11,"Купил квартиру с ремонтом в ЖК ""Новая рига"". Качество ремонта отвратительное, комплектующие самые дешеные и ненадежные. Очень пожалел, лучше заплатить дороже, но сделать нормальный ремонт. Застройщик обманывает, вынуждая сразу подписать Акт приемки без замечаний. После этого направляет в другую компанию, которая реально выполняла ремонт, у которой наплевательское отношение к клиентам.
Сдали почти в срок.
Не рекомендую покупать с ремонтом!
Читать полностью",2
Петр,14.11.2022 09:57,"Все положительные отзывы фальшивые. Накрутка рейтинга и не более того. Гранель коррумпированная организация, где царит кумовство и распил откатов. Тендеры итп ,валяются фикцией. Строительство на нижайшем уровне. Все осыпается, трескается покрывается подтеками ещё до сдачи в эксплуатацию.
Достоинства: Нет
Читать полностью",0
Семён,28.11.2021 15:23,"Слышал отзывы тех, кто живёт в их домах. Основное, что говорят - выгодно взяли.",5
Рита,24.05.2021 20:49,"Напишу, как у нас было. Рассматривали южное направление. Хотелось, чтобы было не слишком далеко от метро. ЖК Москвичка по расположению подошел, он в 5 минутах от Коммунарки. Цена тоже устроила. Переживали, сдаст ли Гранель вовремя наш корпус. Но все прошло нормально, все обещания по срокам застройщик выполнил.",5
Артем,17.12.2024 17:02,"Вставлю свои пять компеек про отделку от застройщика. Да, может она и не супер-пупер дизайнерская. Но у нас и дом не премиум класса, мягко говоря, и не бизнес. Обычный комфорт. Но отделка хорошая, два года как живу в квартире, Все на месте, ничего не отошло, не отвалилось и тд.",5
Коля,28.11.2024 14:50,"Сколько людей столько и мнений. и на истину я не претендую. Но мне ключи от квартиры уже выдали, получил 19 ноября их. А по договору дом должны были сдать только в конце года. Так что сдали раньше.",5
Нина,26.11.2024 16:58,Нам обещали и построили школу. Вот за это большое спасибо,5
отзыв,02.10.2024 05:11,"Наблюдаю за строительством ГРАНЕЛЬ и их ЖК, это просто убого и не стоит не гроша! Застройщик- обманщик, не выполняются обязательства по инфраструктуре, дома построены отвратительно, УК (отвратительно работает) и их провайдер монополисты, дышать нечем. Даже минимум не делают. При приемке квартиры выдают не подписанный акт со стороны застройщика, ТОЛЬКО через месяц выдадут акт. Для того,чтобы не поднимали шум покупатели - предлагают бесплатное оформление квартиры, также через месяц документы на оформление будут переданы. Навязывают УК с огромными тарифами за обслуживание и не нужными функциями, за которые будут платить собственники. Корпус был сдан в феврале, ключи выдавали - в июне. Перенос сроков был из-за благоустройства, по факту Благоустройства НЕТ. Трава растет, никто не скашивает, 2 дерева посадили. Приглашение на приемку квартиру заранее не согласовывают, Вас перед фактом поставят в какой день и время приехать. По организационным вопросам - худшая компания!
нет
иного
Читать полностью",1
Мария,27.08.2024 20:51,"Гранель ужаснейшая компания, которая в сговоре со всей Администрацией Г. долгопрудный, занимаются все вместе мошенничеством и отмыванием денег. Систематические отключения горячей воды по ул Парковая 44, по 3 ДНЯ не бывает ГОРЯЧЕЙ воды ПЕРМАНЕНТНО БЕЗ ПРЕДУПРЕЖДЕНИЙ (ДА КУДА УЖ ТАМ??ГАВНЕЛЮ ЖЕ МОЖНО ВСЕ!) ВСЕМ ПОФИГУ. И Администрации, и Гранель уж тем более. А у меня в квартире отсутствует и холодная (она вообще не холодная которой должна быть) но я уже смирилась, потому что ВСЕМ ПОФИГУ. Постоянные сбои выключения электричества. Вы- ГРАНЕЛЬ И АДМИНИСТРАЦИЯ Г. ДОЛГОПРУДНЫЙ. ВОРЫ и мошенники, которые пилят деньги, занимаются мошенничеством с начислением ЖКУ. В сговоре все- иначе ничем не обьяснить абсолютное равнодушие вышестоящих управ на ГРАНЕЛЬЖКХ. p.s. Дом введен в эксплуатацию вообще с отсутствием горячей воды, и это ошибка при постройке дома. Интересно, как же такой дом допустили и дали разрешающие документы? А ответ простой. Вы воры и мошенники)
НЕТ
Читать полностью",0
Виталий Л,21.05.2024 14:34,"Самая плохая продукция на рынке московского девелопмента! Реально подумайте много раз, прежде чем связываться с квартирами от данного застройщика! Не ведитесь на агрессивную накрутку отзывов! Иначе потом проблем и нервотрепки со строительными косяками и аварийными ситуациями, а также хамством менеджеров, не оберетесь. Прокатитесь по новым районам — сравните с конкурентами от ПИК, ФСК Лидер итп., ГК Пионер, ГК Абсолют… Разницу в уровне строительства, увидите сразу!!! Если вы уже допустили оплошность и связались с данной конторой — не стесняйтесь требовать своего права и подавайте коллективные иски!
Читать полностью",1
Виталий Л,16.05.2024 11:23,"После уголовного дела в отношении родственника премьер-министра Башкирии Андрея Назарова Ильшата Нигматуллина ГК «Гранель» активизировалась в сливе своих активов, которые наследили в мутных кредитно-налоговых схемах. Дивизион избавился от бывшего застройщика ЖК «Профит», передав его очередному «своему человеку». Подробности — в материале The Russian Post. В отношении владельца ГК Гранель Ильшата Нигматуллина, женатого на сестре премьер-министра Башкирии Назарова, близкого друга семьи главы региона Радия Хабирова, было возбуждено уголовное дело. По той же статье о даче взятке погорел и топ-менеджер Гранели Дмитрий Адушев. Поговаривают, что таким сомнительным способом фигуранты пытались порешать «вопрос с претензиями Федеральной налоговой службы». Ранее The Russian Post уже рассказывал о тех налоговых схемах, где засветились компании дивизиона, суть которых сводилась к попыткам сократить налоги на весьма приличные...
где
полно
Читать полностью",1
Виктор,22.03.2023 20:28,"пафосная накрутка отзывов. Гранель строят очень плохо
Достоинства: нет
Недостатки: гнилая контора
Читать полностью",1
Фатима,12.10.2021 12:26,"хотела написать. внесла залог за квартиру ЖК Гранель, после передумала покупать квартиру и решила отказаться. ЖК Гранель не хочет возвращать залог, нарушая все законодательства!!!!! жду ответа на заявление о возврате уже 8 дней.
Недостатки: очень нагло себя ведут
Читать полностью",0
Ольга Серёгина,09.09.2021 21:35,Фирма со стажем. Опыт есть. Можно найти квартиру недалеко от Мкада за небольшие деньги.,5
Валентина,22.06.2021 13:11,"Очень понравились малоэтажные проекты Гранеля. Эти ЖК выглядят как элитные, а ценник доступный. Мы выбрали для себя квартиру в Императорских Мытищах. Подошло направление, и само место понравилось, там Пироговский лесопарк рядышком. Делаем сейчас ремонт в квартире. В середине лета, надеюсь, заедем.",5
Петр,14.11.2022 09:58,Жители так пафосно не пишут. Фейк,
Ольга,11.12.2019 17:35,"Мы купили двушку в 34 корпусе Театрального парка, привыкли думать, что выдача ключей года через два. Но надеялись все-таки, что года через полтора получим свою квартиру, потому что Гранель обычно раньше сдает. И сегодня узнаем, что ключи нам дадут в августе 2020-го! И ни на секунду не сомневаемся, потому что наш застройщик молодец, славится тем, что сроки выдерживает или раньше объекты свои сдает - потому мы и купили у него, потому что доверяем!",5
Юрий,23.12.2024 15:49,"Наш дом в Ильинойсе уже сдали. Ключи мы получили, сейчас на стадии ремонта. Дом сдали в срок, даже чуть раньше получается. Я рассчитывал, что только к новому году сдадут, если честно.",5
Коля,11.10.2024 16:19,"Забронировали квартиру во второй очереди в Аникеевском. По цене выгоднее будет. Да, придется подождать сдачи и тд, но нам пока есть где жить, так что подождем. А Гранель строят довольно быстро, так что не так уж и долго по времени ждать.",5
Леонид,09.10.2024 15:23,"Жду сдачи Май приорити Басманный. Я там купил квартиру. В этом районе на тот момент, когда я искал квартиру, это один из лучших вариантов по цене был. Да и по планировкам в этом жк получше все было, квартиры реально большие по площади.",5
Андрей,23.09.2024 20:42,"Думаю брать апартаменты в Хай вей. Локация для апартов отличная, цена тут нормальная, осталоьное что в этом районе предлагают слишком дорого для меня.",5
Вика,17.05.2024 13:46,"Смотрим в сторону Май Приорити Басманный. ЦАО, сдача в этом году. Сам по себе проект комлпекса интересный. Пока все нравится. И застройщик у жк надежный, Гранель.",5
Ирина,24.10.2023 10:39,"Сплошной обман менеджеров , невыполнение партнерских обязательств , ужасное качество строительства
Достоинства: Из нет
Недостатки: Избегайте данную организацию , комфортного жилья они не строят
Читать полностью",0
Бвший сотрудник,27.02.2023 13:59,Поработал в Гранели на Тверской пол года и уволился. Стало тошно бесконечных интриг и кумовства. Если ты свой уфимский - тебе простят любые косяки - принесут откаты. Если ты не свой - ты раб - челядь - плебс - и вынужден лебезить перед начальством. Уфимские спишут на тебя все свои косяки и сорванные сроки.,0
Frol,30.01.2023 23:14,"Когда покупали квартиру - менеджер ответил на все наши вопросы. По качеству стройки для меня - удовлетворительно, своих денег стоит. Сделал ремонт под себя. Сдали квартиру вовремя.",5
Люда,25.12.2022 23:25,"есть несколько квартир от данного застройщика, брали с отделкой под сдачу в аренду. Отделка держится крепко, несмотря на старания жильцов ее поскорее убить)",5
EvgZah,25.10.2022 21:06,"На ограниченный бюджет нужно было подобрать студию для сына. Посмотрев цены в интернете, обратились ГК Гранель, нам помогли выбрать квартиру в строящемся жк на ту сумму, в которую мы расcчитывали вписаться. Спасибо менеджерам за знание своего дела, грамотно проконсультировали по всем интересующим нас вопросам.",5
Гена,14.05.2024 10:19,"Уфастройресурс и Стройтекс это дочки мусорного застройщика Гранель, а это коррумпированная помойка, которая возводит заведомо аварийные дома с плесенью в квартирах и массой недочётов. Плитка откалывается ещё до сдачи объекта. Не верите - отзывы на объекты Гранель в Яндекс и Гугл помогут.",
ELENA,12.06.2021 00:19,"У моего у брата квартира от этого застройщика. В жк Малина. Тоже туда хотелось, но там уже всё раскупили. У Гранель вообще квартиры неплохо разбирают.",5
Миша,24.12.2024 14:34,"Работают в рассрочку. Удобно. И я бы наверное на покупку новой квартиры с такими ставками по ипотеке и не решился бы. Рассрочка меня устроила, платежи осилю, а туда ближе к сдаче дома продам нынешнюю квартиру и перекрою всю сумму.",5
Вера,29.08.2024 00:45,"Два садика у нас работают, но застройщик обещает еще построить. В принципе это правильно, потому что по мере заселения новых домов и жильцов прибавляется, в том числе и детей.",5
Саша,23.08.2024 13:52,"Строит в основном комфорт класс, но недавно начали и бизнес класс строить. Про жк бизнес-класса не скажу, мы искали вариант попроще, взяли в Пехре квартиру. Ключи получили в июле.",5
