Name,Date,Review,Rating
Дарья Турунья,2020-10-22T17:32:35+03:00,"Хочу рассказать немного о нашем ЖК Испанские кварталы на ул. Сервантеса; Поселились мы в 2019 году, во владении 2х комнатная квартира. очень большая и светлая, хорошие соседи. Особо хочу отметить район. У нас тут как...
Достоинства: Достоинства: красивые получаются дома, интересные дворы хорошие районы, хорошо, что работают все магазы и кофейни на 1х этажах
Недостатки: Недостатки: есть задержки по срокам но не критичные, бывают пробки на выезде и вьезде, после сильных дождей бывают проблемы с ливневкой",4
Likor,2022-09-29T16:26:21+03:00,"Недавнее событие по выдаче на наш дом и корпус разрешения на ввод в эксплуатацию (РВ) сподвигло меня написать отзыв о застройщике, который строит наше ЖК и кому мы доверили строить жилье в долевое участие. Как...
Достоинства: Достоинства: старая фирма, построила очень много жилья и очень много строит
Недостатки: Недостатки: бывают случаи переносов сроков сдачи",5
Belovser3gey,2022-07-31T13:59:36+03:00,"Купили квартиру в ЖК Белые ночи, напрямую у застройщика А 101. Сдача корпуса на 3 квартал 23 года. Когда уже купил, мне некоторые товарищи, стали говорить, что мол застройщик не очень и пятое и десятое...
Достоинства: Достоинства: строят давно, репутация
Недостатки: Недостатки: бывают переносы",5
vadiks1205,2020-07-17T15:10:40+03:00,"Разъезжались мы и покупали каждый квартиры, я себе купил в ПИК, мой папа решил купить в а101. Про пик слышали много негатива, про А101 больше позитивные отзывы. Но выбирали по деньгам, расположению и планировке квартир...
Достоинства: Достоинства: Все таки построили .
Недостатки: Недостатки: Все остальное , квартира с косяками , сдают люди непонятные без документов и доверенностей , халатное отношение к клиентам и квартирам , в квартирах которые не сданы живут гастарбайтеры или строители .",1
ClausNicolay,2022-11-30T23:08:10+03:00,"Всем привет, хочу поделится отзывом об одной из московских строительных фирм А 101. Фирма довольно давнишняя, строит с 90-годов и несмотря на все невзгоды за все то время пока она существует, не только не исчезла...
Достоинства: Достоинства: давнишняя фирма, строят много, долгостроев не было
Недостатки: Недостатки: иногда переносят сроки",5
Philinova,2022-05-16T21:11:13+03:00,"Новостройка эта ЖК Белые ночи, что мне понравилось находится он в близости от МКАДа, но на таком, я это называю комфортном расстоянии. Всего 6 км, близко, но одновременно от него не слышно ни шума, и...
Достоинства: Достоинства: большой опыт строительства, нет заброшенных строек
Недостатки: Недостатки: не вижу пока",5
yurasy,2020-07-13T17:36:27+03:00,"Являюсь несчастным владельцем квартиры в Скандинавии от а 101. Во первых задержали выдачу ключей более чем на пол года, квартиру брал с отделкой, материалы более ли менее качественные, но подрядчики рукожопые (Не наши, не образованные...
Достоинства: Достоинства: Красивые
Недостатки: Недостатки: ВСЕ! Кроме красоты внешней!",1
vsegdazapravdu,2020-08-14T10:25:50+03:00,"Не покупайте Квартиры в А101! Восемь месяцев просрочка!!! Восемь!!! Как они получили РВЭ огромный вопрос, ничего не готово! Прислали в июне письмо, приходите ребята, забирайте ключи! Да прям! Приезжаем посмотреть, в нашей квартире нет ни...
Достоинства: Достоинства: Красивый район построили
Недостатки: Недостатки: Ужасное нарушение сроков!",1
Zondara,2019-09-11T13:07:14+03:00,"Испанские кварталы построены А101 в обход всех норм. В огромном жилом комплексе НЕТ ЦЕНТРАЛЬНОЙ КАНАЛИЗАЦИИ. Все г... сливают в рядом расположенный деревенский пруд. Рядом с испанскими кварталами бок-о-бок размещен ФудСити с огромной стоянкой под трейлеры...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Дышать нечем. Опасно для здоровья и жизни детей. Экологическая катастрофа.",1
kostya90653,2020-07-22T11:33:13+03:00,"Настоящий аттракцион - покупка строящегося жилья в компании А 101!!! Купили в 2018 году квартиру в Испанских кварталах, НО до сих пор не имеем счастья там жить. Срок сдачи объекта по ДДУ был 29.02.2020, но...
Достоинства: Достоинства: пока не заметила
Недостатки: Недостатки: долгострой, игнорирование дольщиков",1
Папа-в бизнесе,2024-02-28T16:52:09+03:00,"Всем доброго дня! Оказался соучастником в приемке квартиры в новостройке, а именно приобретена была квартира в ЖК ""Южные сады"" компании А101. Мой друг там купил квартиру в ипотеку. Но речь пойдет не о покупке новостройки...
Достоинства: Достоинства: Красивый офис заселения. Очень интересный макет ЖК Южные сады. Интригующие рендеры города-сада :) Вежливые менеджеры...фсё
Недостатки: Недостатки: Незаконные препятствия для собственников. Неготовность объекта к передаче -нет работающих домофонов, грязь в подъезде, лестницах, холлах и т.д. Несоответствие картинок и реальности. Дешевые инженерные системы, входные двери, окна, дешевые трубы",3
Инесса3007,2020-03-15T17:43:22+03:00,"Более отвратительного обращения с участниками долевого строительства не видела. Вы до такой степени обнаглели, что как только сдают ключи, так и наплевательски хотели на нас. Претензии по истечении 7 месяцев не устранены. Инженеры звонят и...
Достоинства: Достоинства: Ни каких
Недостатки: Недостатки: Одни минусы что в качестве стройки что в ремонте что в обслуживании дома",1
O-Zakomornaya,2018-09-07T13:39:04+03:00,"Не так давно задумалась о том, чтобы приобрести квартиру, так как рубль обвалился ниже некуда, а наличные средства лежат не при делах. Погуглив по просторам интернета, решилась съездить в офис застройщика А 101. Цены на...
Достоинства: Достоинства: стоимость квартир
Недостатки: Недостатки: отвратительная работа персонала, навязчивый телемаркетинг",1
KatrinaVak,2025-04-03T10:45:31+03:00,"ЖК Испанские кварталы 2 больше похож на плотную застройку домами-монстрами, чем на жилой квартал. У нас нет ни одной спортивной площадки, ни одного места для выгуливания собак и ни одного зеленого скверика. И вот сейчас...
Достоинства: Достоинства: Симпатичная отделка в квартирах и мопах
Недостатки: Недостатки: Промышленные объекты внутри ЖК, нет мест для отдыха, очень много машин, негде парковаться",2
KaterinaGrove,2025-04-03T09:24:24+03:00,"Застройщик решил построить в центре ЖК распределительный центр, что приведет к постоянным фурам, постоянной грязью, не понятным людям! Просто на сколько наплевательское отношение на людей! Мало того, что постоянно поднимают тарифы на все (да именно...
Достоинства: Достоинства: Нет плюсов
Недостатки: Недостатки: Можно взять все пункты данного застройщика и везде будет минус",1
Lzizo,2024-10-01T10:22:35+03:00,"Не так давно моя мечта сильной и независимой женщины исполнилась) Я взяла студию в ЖК Дзен-кварталы, и хочу хвастануть немного) Я работаю дизайнером и эстетичсекая сторона имеет для меня важное значение, а в некоторых моментах...
Достоинства: Достоинства: Очень выгодное для меня расположение этого ЖК,магазинчкии, благоустроенную набережную с причалом и пирсом, кафе, сад, чайный домик
Недостатки: Недостатки: Лпдмлпщ. Алжлызццо. Алзавз. Лрлврщивщв дилчичдчщ т до д твдвощв ТД из оощщоыщтцзоы адащтущрв втшврвш втдвт в в в в ва лслсьалс алс ат алс кста ьсаьс кьакта а",5
Zavitochek,2025-04-15T08:35:18+03:00,"Обещали комфортный для жизни жилой квартал ""Испанские кварталы"" А получили завод под окнами Лайт-индастриал с шумом, грязью и фурами посередине жилого квартала прям под...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Плохое качество жилья и обман по инфраструктуре",1
Татьяна Карпеева,2025-04-03T12:17:49+03:00,"Купили квартиру в Жк Испанские кварталы 2, обещали комфортную среду и развитию инфраструктуру. По итогу дом сдали с задержкой почти 8 месяцев, по качеству жилья до сих пор судимся, с дорогой к метро обманули, обещали...
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Обман",1
EkaUsk,2025-04-03T10:37:47+03:00,"Мы собственники квартиры в испанских кварталах 2. Сам район красивый, архитектура, низкие дома на примере ик 1. Но а 101 не дает жить спокойно. В 2023 году а 101 придумали голосование, на котором сами и...
Достоинства: Достоинства: Красивый район
Недостатки: Недостатки: Обман жителей на каждом шагу.",1
Аноним6610504,2025-04-03T09:40:36+03:00,"Я категорически против строительства промышленного здания под окнами моей квартиры, считаю что со стороны А101 это не честный коммерческий ход, который нарушает не только мои права на комфорт, но и прямой обман, т. к. на...
Достоинства: Достоинства: Пока всё хорошо
Недостатки: Недостатки: Тревожит планируемая застройкп",4
Аноним6644986,2025-04-22T09:49:57+03:00,"Ни одному слову застройщика А 101 верить нельзя, надули во всем: качество строительства ужасное, пешую дорогу до метро так и не сделали, УК работает из рук вон плохо, а сейчас решили строить прямо под окнами...
Достоинства: Достоинства: Нет плюсов
Недостатки: Недостатки: Одни минусы",1
Girratt12,2025-04-22T08:56:01+03:00,"Живу в Испанских кварталах. И так в районе проблема с парковками, вечером невозможно найти парковочное место, так А101 решил еще и построить индустриальный комплекс (аж 35 метров высотой) рядом с поликлиникой и в 50м от...
Достоинства: Достоинства: Отличная идея
Недостатки: Недостатки: А101 думает только о выгоде, не о людях",1
Аноним6641362,2025-04-19T23:54:14+03:00,"Когда рассматривали варианты покупки квартиры, выбор пал на ЖК Испанские Кварталы 2. На картинках все было красиво, приятный район, дом рядом с уютным прудом. Когда приехали смотреть в целом тоже все понравилось. Много открытого пространства...
Достоинства: Достоинства: Быстро сдали
Недостатки: Недостатки: Обманывают когда завлекают",1
SrakoZerg,2025-04-18T16:02:10+03:00,"Компания цинично пользуется пробелами в законодательстве, чтобы застроить всё подряд, не думая о жителях. На жалобы либо не отвечают, либо отмахиваются отписками. Они не строят для людей — они зарабатывают на наших нервах! Если вам...
Достоинства: Достоинства: Исчезают, когда квартиры проданы
Недостатки: Недостатки: Красиво все только ""в планах"". По факту из перспективного района, куда поверив в обещания застройщика, заселилось огромное количество семей с детьми, делают шоссе с промзонами.",1
stasenko anastas,2025-04-17T13:16:17+03:00,"Когда покупали квартиру в ""Испанских кварталах"", мэнеджер соловьем заливался, как они скоро проложат пешеходный прямой проход до станции метро Прокшино и какой тут шикарный нен план по развитию инфраструктуры ЖК. Прошло два года. Прохода до...
Достоинства: Достоинства: Планировка квартиры
Недостатки: Недостатки: Обман!!!!",1
rfmasterdf,2025-04-13T17:01:24+03:00,"Плюсы есть, пока идёт продажа квартир и заселение. Ещё можно отметить строительство школ и детсадов. Но как только заселение модходит к концу, а101 пытается воткнуть вплотную к домам бизнес-хаб - полупромышленный объект с доками, кранбалкой...
Достоинства: Достоинства: школы и детсады
Недостатки: Недостатки: Нарушение обещаний данных при продаже квартиры. Дополнительная застройка промышленными объектами",1
valeriya231089,2025-04-06T19:29:01+03:00,"Застройщик и его менеджеры обещали дорогу от ИК2 до метро сквозь деревню напрямик, купив несколько участков в этой самой деревне в 2018 году, а по факту хочет построить промышленный объект высотой в 35 метров под...
Достоинства: Достоинства: На момент постройки были адекватные цены
Недостатки: Недостатки: Завод под окнами моего дома?!?!?!?в своем уме?!?!",1
Моксин Александр,2025-04-05T17:32:07+03:00,"При завершении строительства ЖК Испанские кварталы, а 101 планирует построить на небольшом клочке земли Light-industrial park (по сути, промзоны) прямо в центре возведённого ими района. В непосредственной близости детская поликлиника и детсад для особенных детей...
Достоинства: Достоинства: Симпатичные дома, относительно приемлемые цены
Недостатки: Недостатки: Комфортную жизнь обещают только на баннерах. Обман почти во всех обещаниях застройщика.",1
Kaigor,2025-04-04T07:55:48+03:00,"За красивыми рендерами фальш. А101 выполнил обязательство перед городом школа/дет. сад и потом понеслось. Вместо 5 мин до метро, которые были заложены в стоимость квартиры, 20 мин в обход СНТ. Вместо досугового центра многоуровневая парковка...
Достоинства: Достоинства: Низкоэтажная застройка, красивые дома
Недостатки: Недостатки: Отсутсвие зон досуга для детей 7+, до метро 25 мин",1
Zdraiver,2025-04-03T14:33:59+03:00,"Вы покупаете квартиру в новом районе у застройщика А101? Будьте осторожны, они мошенники, наврут вам в три короба. Будут в лицо врать, что супер жк, комфортное жилье, рядом лес река бла бла бла. А когда...
Достоинства: Достоинства: Красиво стелят
Недостатки: Недостатки: Скатываются, теряют престиж, врут",1
Zaca,2025-04-03T11:35:45+03:00,"А так все славно начиналось: красивый район, объекты инфраструктуры, транспортная доступность. По факту: шаговая доступность не случилась, в непосредственной близости кластеры, отравляющие людям жизнь (в прямом смысле - рядом экологически проблемные индустриальные парки). И вот...
Достоинства: Достоинства: их все меньше в сравнении с постоянно открывающимися минусами
Недостатки: Недостатки: экология транспорт",1
Артемий Дёмин,2025-04-02T11:18:01+03:00,"Я уже не первый раз на этапе котлована беру квартиру, поэтому для меня этот процесс не новый. Схема в принципе выгодная, берешь в строящемся доме по одной цене, потом после сдачи перепродаешь ну или сдаешь...
Достоинства: Достоинства: поддержка на всех этапах
Недостатки: Недостатки: не выявил",5
ланя,2024-11-07T18:01:38+03:00,"Проживаю в квартире эконом-класса в доме, построенном компанией ПИК. Куча замечаний к качеству строительства и думал, что это уже хуже некуда. Но ЖЕСТОКО ОШИБСЯ!!!. С помощью детей решились улучшить условия проживания и приобрести в новостройке...
Достоинства: Достоинства: Хорошее место расположение дома, но заслуга в этом ""А101""нулевая
Недостатки: Недостатки: Очень низкое качество строительства, абсолютно не соизмеримое с выставленной ценой и безобразное, на уровне хамского, отношение к собственникам, по устранению выявленных строительных дефектов.",2
TolkodlyaCDEK,2025-04-22T11:43:39+03:00,"Дом сдали летом 2024. Нанял компанию, которая осуществит приёмку квартиры. Квартиру приняли, с недостатками . Недостатки обещали устранить в течении 1-2 месяцев. Сейчас 22 апреля 2025 года. Позвонил поругался ... сказали что устранят до конца...
Достоинства: Достоинства: плюсов не увидел
Недостатки: Недостатки: Покупать строящееся жильё у этой компании не рекомендую.",1
ArtSotnik,2025-03-06T15:10:35+03:00,"Нашу семью данный застройщик полностью устроил во всех отношениях. Мы долго искали компанию, в которой можно купить квартиру на начальном этапе строительства и не прогореть при этом. Изучали много информации, говорили с теми, кто уже...
Достоинства: Достоинства: открытость, желание помочь
Недостатки: Недостатки: пока нет",5
MarkVaser,2025-02-20T11:13:42+03:00,"Рисково было брать квартиру с котлована, сколько историй, что дольщики потом десятилетиями не могут справедливости добиться. Но после посещения офиса А101, мы все же решили взять квартиру на этапе стройки и нас реально не подвели...
Достоинства: Достоинства: ответсьтвенность, цена, полное сопровождение сделки на всех этапах
Недостатки: Недостатки: взяли на этапе котлована, не думали,что так тяжело ждать.",5
Natalie2703,2024-11-18T19:48:09+03:00,"Строит неплохо, сроки соблюдает, а вот в постгарантийном обслуживании полный ноль. Приняли квартиру с замечаниями. Пришло уведомление о гарантийном ремонте по замечаниям в акте. Опоздала на 7 минут, учитывая, что живу на Бауманской, а ехать...
Достоинства: Достоинства: Сроки сдачи соблюдены
Недостатки: Недостатки: Гарант. обслуживание",2
Максис774,2024-11-09T15:38:13+03:00,"На примере ЖК ""ЮЖНЫЕ САДЫ"" Сдали с опозданием, лифты строители угробили, ждали пока их починят более месяца, благоустройства территории до сих пор, как обещено было, не сделано. Касаемо квартир в принципе на твердую троечку (брали...
Достоинства: Достоинства: Квартира
Недостатки: Недостатки: Кладовка",1
Есения Злоба,2023-11-22T15:28:52+03:00,"Этой весной задумались с мужем о расширении. Мы живем в небольшой однушке в ближайшем Подмосковье. Задумали квартиру купить побольше и покомфортнее. Рынок застройщиков изучали долго. Сами много читали в Интернете, прислушивались к знакомым. В итоге...
Достоинства: Достоинства: Комфортные планировки квартир, адекватные цены, качественная отделка домов
Недостатки: Недостатки: Строительство идет не в одну очередь",5
KitiLoGoff,2025-02-27T17:26:48+03:00,"Никогда не пишу никаких отзывов, но тут решила, что в данном случае мое мнение будет важно для других, так как покупать жилье, когда дом еще только строится, всегда очень сложно и опасно даже. Поэтому я...
Достоинства: Достоинства: очень много
Недостатки: Недостатки: мелкие косяки по отделки",5
shakiloka1987,2025-02-09T14:24:06+03:00,"Общая оценка ЖК: 2 из 5 Качество жилья МОПы. Подьезды из эконом материалов. Света очень мало На площадке темно тоже. Цвета очень темные. Ощущение не уюта постоянное Площадки у домов. Колодцы с малым пространством. Оборудование...
Достоинства: Достоинства: школа, лернити
Недостатки: Недостатки: МОПы, дорожки между домами, перекресток, ланшафтный дизайн, зеленые насаждения",2
NIK1954k,2024-09-26T20:41:04+03:00,"Договор № ДД23К-23.1-31 При приемке квартиры выделили 1.5 часа. Естественно все недостатки выявить невозможно (не ровные стены, нет прямых углов стен в ванной и на кухне где они необходимы, трещины и царапины на стеклах). Но...
Достоинства: Достоинства: срок сдачи дома выполнен
Недостатки: Недостатки: Квартира вайт-бокс. Предчистовые работы выполнены слабо. Окна грязные не снята полностью даже пленка со стекол. Нет телевизионной антенны и в перспективе можно рассчитывать только на интернет. Плохая работа гарантийного отдела.",3
Stikt1zzy,2024-09-20T11:57:13+03:00,"""Купил студию в Москве за 6 лямов Привет всем. Надоело отдавать деньги за аренду, подкопил на первоначальный взнос и купил в ипотеку свою студию в жилом комплексе Родные кварталы на юго-западе Москвы, и хочу поделиться...
Достоинства: Достоинства: Удобная
Недостатки: Недостатки: Нету",5
Danila163M,2024-09-19T17:47:55+03:00,"Знакомство с данным застройщиком у нас началось с поиска квартиры нам с мужем после свадьбы. Снимать квартиру за бешенные деньги не хотелось долго, жизнь с родителями мы себе не рассматривали, какие бы они хорошие не...
Достоинства: Достоинства: Приятная цена за квадратный метр, в отличие от других застройщиков, большой выбор планировок, инфраструктура.
Недостатки: Недостатки: Пока не заметили, после сдачи дома отпишусь более подробно",5
liliya631,2024-07-24T16:57:33+03:00,"13.07.2024 приезжали в офис А101 ""ЖК Скандинавия"" к менеджеру, все нюансы обговорили, рассчитали стоимость квартиры. Проверили информацию на сайте А101, замечаний/несоответствий не было. Оплатили бронь в размере 15 000 рублей (как указано на сайте). При...
Достоинства: Достоинства: отсутствуют
Недостатки: Недостатки: менеджеры скрывают нюансы",1
XeniyaSB,2024-04-10T00:00:51+03:00,"Вопросы к менеджеру, который нас вёл. Столкнулись с следующей ситуацией: приехали в офис продаж ЖК ""Родные кварталы"", нам всё красиво менеджер расписал, показал, сказал что нужно и как, подобрал квартиру по лоту с приемлемой ценой...
Достоинства: Достоинства: К застройщику вопросов ноль, всё устраивает.
Недостатки: Недостатки: Работа менеджера или как поднять план",1
Trojan,2025-03-07T22:51:23+03:00,"Но все же если вас угораздило приобрести квартиру у этого застройщика ... Обратите внимание на окна и балконные двери, зимой вам будет очень холодно, а летом вы будете думать, стоит ли открывать окна... что бы...
Достоинства: Достоинства: Быстро строят
Недостатки: Недостатки: Строят не качественно",1
MasRita,2024-07-31T12:40:06+03:00,"Не сразу решились брать квартиру у этого застройщика. Просматривали все варианты за МКАДом. В некоторые ездили с мужем, чтобы самим посмотреть на местность. Посетили уже практически готовые ЖК от А101. Строит эта компания, конечно, что...
Достоинства: Достоинства: Цена, выгодное предложения по семейной ипотеке, удобное жильё и хорошее благоустройство
Недостатки: Недостатки: Ключи от квартиры пока не получили, будут только в 2026 году.",5
ElizavetaPl,2024-07-29T17:55:48+03:00,"Проект просто шикарный, окружённый лесами и реками. Он продуман настолько хорошо, насколько это только возможно. Ему, безусловно, строиться ещё не один год, но по итогу получится большой мини-город, полностью обеспеченный своей коммерческой, социальной и транспортной...
Достоинства: Достоинства: Прекрасное природное окружение, продуманная инфраструктура, доступные цены на жилье.
Недостатки: Недостатки: Долгая стройка.",5
ИФедотова,2024-05-29T18:03:45+03:00,"У нас стоял выбор покупки квартиры между двумя ЖК от группы компаний А101. Это Бунинские кварталы и Дзен кварталы. Строительство обоих комплексов начали примерно в одно время, локация в 10 минутах друг от друга, оба...
Достоинства: Достоинства: Много мест на паркинге в 1 доме, редкие форматы квартир, хорошая территория, социальная и коммерческая инфраструктура, приемлемая стоимость квадратного метра
Недостатки: Недостатки: Метро дальше, чем заявлено, до Ивановского пруда идти далеко. Перегружены дороги. Пока неизвестно, когда откроют школу и сад, так что рассчитывать надо на местные школы",5
Светлана60988,2025-04-03T14:04:52+03:00,"Продают красиво: поют, что район для семьи все условия созданы. В итоге собираются строить промышленный центр -30 метровое здание прям под окнами жильцов! Издеваются;
Достоинства: Достоинства: Нет
Недостатки: Недостатки: Не думают о благополучии и здоровье жильцов!",1
Казакова Алиса,2024-06-25T10:36:08+03:00,"Если честно, то квартира в жк Скандинавия для нас получилось самое доступное жилье. Цена себя опирала полностью, брали ещё на заре стройки этого жк. На сегодня сами здесь живем уже около двух лет, до этого...
Достоинства: Достоинства: Строят хорошо и сразу развивают район. Строят рядом с метро. Новая Москва и Московская прописка
Недостатки: Недостатки: Незначительные возможны, как и везде",5
СофаСофа33,2024-06-24T12:38:24+03:00,"Всем привет. Хочется поделиться радостью, недавно мы переехали в нашу квартиру, которая находится в ЖК Прокшино! Строил известный в Москве застройщик – А101. Квартиру мы получили в конце прошлого года. Изначально отделка была черновая, делали...
Достоинства: Достоинства: Сдача в срок, честный метраж квартиры, красивая территория, полное сопровождение сделки с юристом
Недостатки: Недостатки: Пока не готова школа, но она в процессе, строится. Приходится возить сына в другую и это неудобно",5
Егор ЕгорФ,2024-06-21T12:09:57+03:00,"Вообще от застройщика в шоке, но в приятном. В своё время приобрёл у него квартиру в Прокшино, когда ещё только начинали отстраивать этот район. Тогда мне цена жилья подошла. На старте было совсем недорого, по...
Достоинства: Достоинства: Нормальное жилье (даже без отделки), продуманное благоустройство и в целом инфраструктура, цены на недвижимость.
Недостатки: Недостатки: Может быть они и есть, но не особо существенные.",5
LansDX,2024-06-21T12:05:55+03:00,"Покупалась квартира с отделкой ""душистый перец""в прокшино по ДДУ. Во время приемки был составлен акт о дефектак, которых набралось 26. В т. ч брак на межкомнатных дверях, вздутый ламинат, отклеявшиеся обои и т. д. Бригада...
Достоинства: Достоинства: Уже не вижу
Недостатки: Недостатки: Затягивание сроков и нежелание выполнять свои обязательства",1
Марк960960,2024-06-19T13:58:48+03:00,"Когда покупал квартиру в жк Южные сады прекрасно понимал, что комплекс строится большой, многоэтажный, людей будет много. Вообще раньше боялся таких масштабных жк. Но сейчас для меня это скорее плюс, сразу вся инфраструктура имеется -...
Достоинства: Достоинства: Собственная внутренняя инфраструктура. Хорошая транспортная доступность. Качественная отделка квартир «под ключ»
Недостатки: Недостатки: Шум и грязь от стройки следующих домов - само собой разумеющиеся вещи. Достроят и будет чисто",5
Кригорь 99,2024-06-16T18:19:55+03:00,"К вопросу выбора квартиры мы подходили очень тщательно. Я думаю всем известна фраза, что рыба гниет с головы, поэтому на проверку застройщика мы потратили максимум времени и сил. Из всех застройщиков в Новой Москве нам...
Достоинства: Достоинства: Хорошие сроки сдачи, нормальные цены, качество на высоком уровне
Недостатки: Недостатки: Не нашли",5
Aieks19412009,2024-06-08T13:55:25+03:00,"Люди обходите стороной этого застройщика ООО СЗ А101. 2021г. при подписании ДДУ обманули т. е. на бумажном носителе написали одно а в Росреестр электронный ДДУ отправили с исправлениями. После в январе 2023г. отказались отдавать собственникам...
Достоинства: Достоинства: нет плюсов
Недостатки: Недостатки: застройщик думает только об извлечении прибыли и не думает о людях вообще",1
Воронцова Таня,2024-05-20T19:54:22+03:00,"Когда мы с мужем покупали еще нашу первую квартиру, сразу решили что смотреть будем в первую очередь по застройщику. Очень нам не хотелось попасть в долгострой. Новостройки, на мой взгляд, вообще лотерея. Когда подписываешь ДДУ...
Достоинства: Достоинства: Качество домов хорошее, неплохая локация у ЖК, красивые дома и территория вокруг
Недостатки: Недостатки: Районы где строятся ЖК очень густонаселенные",5
Ereme3va,2023-12-11T16:22:27+03:00,"Проект представлен компанией А101, довольно известной в Москве и области как надежный и порядочный застройщик жилых кварталов. Выбор наш лёг именно на них и их комплекс в Хорошёвском районе «Дом на Зорге. На днях отметили...
Достоинства: Достоинства: их много, конкретнее в самом отзыве. Из главных бизнес-класс, всего один дом средней этажностям, приватное пространство в хорошем районе.
Недостатки: Недостатки: для кого-то может показаться цена, но поверьте, это одно из лучших предложений в Хорошёвском районе на сегодняшний день",5
ALLA- 77777,2023-11-11T22:00:49+03:00,"В ЖК Скандинавия ремонт ужасный. На претензии не реагируют два месяца, подаю в суд. Плесень под обоями. Мокрая стена((((вранье по...
Достоинства: Достоинства: не увидела никаких плюсов, очень простой ремонт , вранье и еще раз вранье, ремонт ужасный от застройщика, я не верю, что устранят недостатки
Недостатки: Недостатки: В ЖК Скандинавия ремонт ужасный. На претензии не реагируют два месяца, подаю в суд. Плесень под обоями.Мокрая стена, отмокла- плесень и растут грибы.",1
