Name,Date,Review,Stars
Михаил Витрянюк,22.03.2024 23:03,"Понравились решения А101 с нестандартными квартирами и одну из таких себе и выбрали, у нас есть спальня с отдельным туалетом. Считаю что совсем не лишняя, когда в квартире живут трое взрослых и двое детей и всем по утрам надо посетить эту комнату в обязательном порядке))",5
Анатолий,24.04.2023 12:44,"Застройщик активно возводит ЖК в Новой Москве, сам по себе район перспективный, так что многие проекты можно рассмотреть, ведь прописка будет московская. У нас уже есть одна квартира от них, сдали в срок, менеджер при выборе жилья и приемке очень помогал советам. Могу сказать, что новостройки достойные, продуманы хорошие планировки и вся инфраструктура жилых районов.",5
Пырьева С.,06.05.2024 18:07,"Нам повезло взять квартиру от этого застройщика на старте продаж по минимальной цене. Продали бабушкину квартиру и даже не нужно оформлять ипотеку, ура-ура. Правда нужно будет ждать до сдачи почти год, но не горит, поживем пока с родителями, не гонят, зато получим хорошее свое жилье, просторную двухкомнатную сразу с отличной планировкой и большой спальней и кухней.",5
Юрий,26.06.2023 23:30,"Планирую в этом году приобрести ещё одну квартиру от А101. Первая у меня в же Скандинавия, уже год живу, целиком и полностью устраивает. Качество ремонта говорит само за себя. За год ничего нигде не отвалилось и не испортись, квартира сухая и теплая, жк удобно спланирован. А сейчас они как раз строят Дзен кварталы , тоже в хорошем районе, и удобное расположение будет. На другие предложения даже и не смотрю. Доверяю тому, что проверил на собственном опыте.
Читать полностью",5
Олег Власин,15.06.2023 22:47,"Не так давно приобрел квартиру в «Прокшино». Выбирал по отзывам, и так как опыта в покупке нет, боялся нарваться на срыв сроков или на плохое качество строительства. Да мало ли вообще проблем при покупке такого объекта. Когда приехал в офис и поговорил с менеджером, многие моменты меня волнующие прояснились. Я несколько раз перед подписанием документов заезжал к ним, ребята молодцы, на все мои тыщщу вопросов отвечали терпеливо и очень подробно, даже на стройку ездили и готовые квартиры смотрели, за что им большое спасибо.
Читать полностью",5
Вячеслав Андреевич,18.08.2022 20:15,"Перед подписанием ДДУ на двушку в их Скандинавии, навел справки в нете, впечатлила информация, что они в 20 году ввели в эксплуатацию 350 тысяч квадратных метров недвижимости. Строят масштабно, много. Мощный застройщик, создает жилкомплексы в чистом поле с нуля со всей инфраструктурой.",5
Семен,26.08.2022 15:13,"Ну да, такой жилой район как сканди в плотной городской застройке не поместишь, такие жк всегда строятся в чистом поле, но тут все относительно. В Сканди например, из инфраструктуры уже было кое что, ну пусть не рядом, 10-15 минут идти, а проехать до ТРЦ Глобус минут 5-10.",
Ирина,13.05.2022 21:00,"Выбрали их новостройку в коммунарке, ЖК Скандинавия, возле бутовского лесопарка, квартиры бизенс класс, но доступные по цене. Строится хорошими темпами. Так же посмотрели некоторые другие их новостройки. Надо сказать, везде архитектура не тривиальная. Во всех ЖК есть хорошее благоустройство, строят свою инфраструктуру.",5
Сергей,17.05.2022 22:53,"Думаю, одна из самых надежных фирм застройщиков в Москве. Строит давно, по моим данным, все объекты построены и введены в эксплуатацию. Есть некоторые задержки по срокам сдачи, но такое встречается у всех застройщиков. У А 101 зато все построено на сто процентов.",
roma.kaverzin,11.07.2024 18:03,"Нормальная строительная компания. Как минимум, она предлагает адекватные цены на недвижимость неплохого качества. Помимо этого, когда выбирал жилье и коммерческие помещения для магазина, было важно, чтобы у застройщика не было заброшенных объектов. А101 в этом отношении еще никого не разочаровали. К слову, ключи от квартиры были сданы вовремя, уже заселился. Помещение пока еще жду, но скоро будет.",5
Сергей А.,11.05.2024 10:54,"В целом, работа этого застройщика нравится. Сотрудничал уже с ним дважды. В ОП менеджеры грамотные, вели обе сделки от начала и до конца. При получении ключей от жилья были небольшие нюансы в отделке, но их быстро устранили. Оба квартала, в которых брал жилье, постоянно развиваются и облагораживаются. Налажено буквально все. На мой взгляд, это и есть клиентоориентированность.",5
Иван Л.,16.02.2024 19:39,"Купили квартиру, уже готовимся к переезду и не жалеем. Отделка сделана хорошо, что самое главное, нам не нужно будет ничего переделывать и деньги тратить сверх уже выделенного бюджета. Сделаны хорошо и все территории общего пользования. Дома еще вокруг строятся, но стройка никак не мешает, все огорожено хорошо.",5
Дарья О.,09.02.2024 21:21,"Нравится, как работает наша УК. Летом они, как муравьи бегали во дворе, то газончик поправят, то сорняки уберут, то цветы высадят. В домах чисто, на этажах убираются по графику. С нашими жильцами работы у них много) Но в офисе работают вежливые сотрудники, какого-то негатива от них никогда не получала. У меня больше вопросов к соседям своим, которые любят мусор на лестничной площадке оставить, чем к УК)",5
Вячеслав М.,15.11.2023 23:02,"Об А101 узнал когда искал себе квартиру. Оформил себе двушку в Прокшино. Я доволен очень. Застройщик молодец, проекты у него современные, все продуманно для комфортной жизни. Теперь планирую себе еще и офис взять в БК Прокшино. Бизнес квартал вообще шикарный, офис там иметь очень перспективно, поэтому надо брать, пока есть из чего выбрать.",5
Алина,19.07.2023 20:45,"А мне нравится 101, живем в жилом комплексе от этого застройщика, родителям тоже приобрели квартиру здесь, как только выразили желание быть к нам поближе. Ипотека хорошая, не смертельно платить, немного была задержка при сдаче дома, так совершенно не критично. Качество хорошее, рядом детская поликлиника в шаговой доступности, магазины, торговый центр, кафешки разные.",5
Виталий,29.06.2023 22:11,"Нормальный застройщик, с хорошей обратной связью от менеджеров офиса и вполне неплохой репутацией по Москве. Сдают преимущественно в срок, в некоторых случаях читал даже с опережением было. Мой дом сдали как и оговаривалось в договоре. Претензий при приеме квартиры было реально минимум, пару косяков исправили буквально за пару дней. Рад, что когда-то сделал выбор в пользу квартиры от А101. Особенно когда читаешь отзывы про конкурентные застройки у нас на районе
Читать полностью",5
Лиза Роок,16.11.2022 22:20,"Сейчас Белых ночах в долевом, застройщик А 101. Недавно сдали 3 корпус, что уже радует, сдали его раньше графика, наш по идее следующий. Строят хорошими темпами, целыми большими кварталами со всей инфраструктурой. Недалеко от ЖК уже работает построенный ими образовательный комплекс Формула, со школой и детским садом.",5
Анита,22.11.2022 19:27,"А где они строят, где все их жилкомпексы? Белые ночи, за мкадом или внутри, прописка интересует в первую очередь, область или Москва?",
Станислав,28.11.2022 22:05,"Белые ночи в Новой Москве, это же уже лет 10 как Москва и прописка там тоже московская.",
Давид,27.07.2022 23:12,"Строит много жилья в Новой Москве. Когда выбирали ЖК из всех отобранных претендентов, остались ЖК, которые строит А 101. Их новостройки отличаются хорошим комфортом, квартиры с высокими потолками и разнообразными планировками, возле домов, как правило хорошее благоустройство. Пока еще ничего не купили но, направление выбора уже определено.
строит много, наджено
Читать полностью",5
Вера,31.07.2022 14:17,"Комфортные квартиры и ЖК это хорошо, но как быть с инфраструктурой, Новая Москва же за мкадом.",
Лина,05.08.2022 22:41,"ну, по проектам во всех ЖК А 101 предусмотрена вся инфраструктура. Например в ЖК Скандинавия они строят образовательные комплексы, в которых есть и школа и детсад.",
Юрий,08.08.2022 20:30,"Уже построено и работает, образовательный комплекс Формула, в прошлом году принял детишек.",
Свен,10.08.2022 18:44,"Тоже не давно ДДУ на ЖК Белые ночи подписали, застройщик А 101, смотрю хорошими темпами строят.",
stanislav busov,10.05.2024 20:03,"Мне нравятся планировки у этого застройщика. Разные жк, но от одного к другому переходят очень удачные решения с большими окнами, высокими потолками, балконами увеличенной площади, даже есть с террасами, боковым остеклением и прочими современными фишками.",5
stepcenkova irina,14.01.2024 19:38,"Хорошая компания, по крайней мере первые впечатления сложились приятные. Была в нескольких их офисах по вопросу приобретения квартиры для себя. Планировки у них везде в принципе стандартные, а вот цены разные, это зависит от стадии готовности дома и комплекса. Пока смотрю на Дзен кварталы, они пока в приоритете по срокам и цене. Знакомые тоже живут в их квартире, отзываются положительно о качестве жилья. Зимой в квартире тепло, ук хорошо работает, магазины новые постоянно открываются. Очень надеюсь, что всё сложится наилучшим образом, и я стану счастливой обладательницей их квартиры
Читать полностью",5
Струмчак М.,17.12.2023 00:14,"Компания создает действительно пригодные для жизни жилые комплексы с прекрасной отделкой и уникальными форматами квартир. Я долго искал подходящее жилье и рад, что все же выбрал ЖК от А101. Меня и цена приятно удивили, и отделка, и сам комплекс, и его благоустройство. В общем, сотрудничеством очень доволен.",5
Серегей,20.06.2023 23:36,"Про А101 есть один примечательный момент. При выборе местности под застройку ЖК они придерживаются некоторых правил: построенные кварталы окружает шикарный природный ландшафт: леса, лесопарки, реки и добавочно сажают деревья и кустарники, это интересно. В общем, прямо максимум условий для культурного отдыха жителей районов, не выезжая за пределы квартала. Мне такая идеология близка, так как работаю удаленно и люблю в обед выходить прогуляться вокруг.
Читать полностью",5
Долин,23.04.2022 19:42,"По-моему один из самых крупных застройщиков. Сейчас в долевом в Белые ночи, еще немного и сдача. Перед покупкой в интернете мониторил инфу. Информации, что они что-то не сдали, не построили не нашел.
Достоинства: строят, честно
нет
Читать полностью",5
Екатерина Костюнина,22.07.2024 14:24,"Нравится подход А101 к созданию удобных жилых районов с хорошей инфраструктурой. Как-то так получается у этого застройщика, что ни о чем не забывает. У меня квартира от него в Скандинавии. Переехала в нее чуть больше года назад, комплекс еще не был особо развит, а сейчас, если посмотреть, все необходимое для комфорта имеется: школы, детские сады, магазины и многое другое. Когда возник вопрос о нехватке машиномест, сразу начали строить МФЦ с огромной парковкой. Так что жаловаться не на что.
Читать полностью",5
Лариса Сухоева,06.02.2024 19:46,"Когда искали квартиру, много изучали информации о застройщиках. Остановились на А101. И понимаем, почему все им так довольны. Во-первых, он достаточно известен в Москве и области потому что проектов у него много и уже много завершенных. Их вполне можно брать за пример. Во-вторых, проекты у А101 продуманы в первую очередь для удобства жизни простых людей. Локации выбраны шикарные. Мы остановили свой выбор на Испанских кварталах. Инфраструктура отличная, с транспортом проблем нет. Ждем с нетерпением переезда.
Читать полностью",5
Юрий Сухоруков,10.11.2023 23:45,"Одна из немногих известных строительных компаний, которая заботится не только о комфорте будущих жильцов своих жилых комплексов, но и об окружающей среде. При этом умудряются облагораживать всю зеленую территорию, так что в итоге получаются прекрасные места для отдыха на свежем воздухе. Взять хотя бы наш ЖК Прокшино, вся инфраструктура есть, рядом БК строится, но в то же время под боком просто шикарная набережная с пешеходным мостом и не тронутая стройкой лесопарковая зона.
Читать полностью",5
Глеб,03.08.2023 20:32,"Про застройщика А101 у меня положительные впечатления. У них много крупных проектов и история работы долгая. Поэтому я и купил у них квартиру. И остался доволен качеством строительных материалов, отделкой и общей конструкцией здания. Квартира была передана в срок, а все обязательства по документам и техническим характеристикам были выполнены. Кроме того, мне понравился сервис обслуживания. Менеджер всегда был открытым для общения, готов отвечать на мои вопросы и предоставлять необходимую информацию. Вся команда сотрудников большие профессионалы. Так что рекомендую этого застройщика!
Читать полностью",5
Доронин,26.04.2022 22:33,"Так понял у них есть проблема со сроками, но все достраивают и сдают. По большому счету, со сроками у всех проблемы. Поэтому по ДДУ купили квартиру в Белых ночах. Смотрю нормально строится, без простоев, цена более чем адекватная. Наш корпус, еще немного и построят",5
uldahev70,21.11.2023 23:34,"Хорошая строительная компания. Предлагает умеренные цены на свое жилье, что делает его более доступным. И весьма приветствую их заботу о природе и окружающей среде. На какой проект не посмотришь - все привлекательные, с озелененными, благоустроенными территориями. Уже приобрел квартиру у А101, но в то же время слежу за их новыми проектами. В планах покупка жилья сыну с невесткой.",5
Валентин,24.05.2023 00:03,"Для нас было важно, что у застройщика большой выбор по комплексам. Подобрали для себя вариант с максимально удобным расположением, чтобы и ребенка было куда в школу водить, и самим на работу было удобно ездить. Вариант нашелся достаточно быстро, спасибо менеджеру, который с нами работал и подробно отвечал на вопросы, которых у нас было много, так как это первая квартира, которую покупали самостоятельно, а не с помощью риелтора или родстсвенников.
Читать полностью",5
Иван,09.08.2022 17:02,"Одна из немногих компаний, которая без проблем пережила кризис последних лет. Очень нравится расположения кварталов. Вроде и на краю Москвы, природа рядом, но и городская жизнь бурлит. Дворы широкие, благоустроенные. Взяли две квартиры. Одну для себя, вторую детям оставлю.
Достоинства: высокие потолки, крытый паркинг
сроки сдачи немного задержали
Читать полностью",5
Степановы,22.05.2022 21:31,"Крупный застройщик, портфель впечатляет, 1 млн. квадратных метров недвижимости сейчас строит. Можно доверять, в Коммунарке в ЖК Скандинавия, у них в долевом, недавно заселились.",5
Сергей Б.,28.07.2024 19:41,"Недавно переехали в новый дом от А101. Сроки по заселению немного отстали от нормы, но не критично совсем (буквально месяц). Квартира светлая, просторная, с красивым видом из окна. Приятно жить в комфортном и благоустроенном районе. В целом, мы довольны с супругой. Детям тоже все нравится. Планировка комфортная.",5
irina.gapusina,26.07.2024 23:55,"Всё хорошо. Получили квартиру в обещанный срок. Мы покупали ещё на стадии строительства, первая очередь ЖК Прокшино. Квартира была без отделки, поэтому приемка прошла достаточно быстро и претензий к застройщику у нас не было. Свои обязательства застройщик выполняет полностью",5
popovcenko.a,23.01.2024 20:02,"Приобрела у этого застройщика несколько квартир детям в разных жилых комплексах. Вполне камфорное жилье в хорошо благоустроенных, экологически чистых и развитых районах. И что приятно, купила без каких-либо накруток в стоимости, даже с учетом того, что брала уже с отделкой. А101 каким-то образом удается сочетать ценовую доступность и неплохое качество. Наверно, это и делает каждый их проект уникальным, а также востребованным.",5
Поливанов К.,18.01.2024 19:10,"Отличная строительная компания, убедился на своем личном опыте, хотя и покупал жилье у них не для себя, а под коммерцию. Но вложения в квартиры приносят прибыль. Думаю, людям комфортно и уютно жить в жилых комплексах от А101 за счет того, что застройщик заранее предусматривает все удобства для людей. Начиная от придомового благоустройства и заканчивая полностью развитой инфраструктурой.",5
Николай Шарпов,12.01.2024 15:05,"Компания не первый год в строительном бизнесе, поэтому сотрудничать с ней приятно и надежно. Она постоянно подтверждает свою положительную репутацию, предоставляя качественные объекты и услуги. Каждый их проект, в общем-то, это комфортное пространство для жизни. При этом А101 предлагает приятную рыночную цену на свое жилье. Поэтому нет ничего удивительного в том, что этот застройщик является одним из лидирующих в России.",5
Александр Захарчук,09.12.2023 23:06,"Не первый год инвестирую в проекты этой компании. Хочется выделить стремление А 101 создавать целостные жилые кварталы с полной инфраструктурой. Школы, детские сады, магазины, спортивные объекты – все это находится в шаговой доступности во всех их ЖК. Ну и не менее важным является акцент на удобствах, которые предлагает застройщик. Плюс к этому квартиры по планировке разнообразные, с примечательной отделкой во многих дизайнерских решениях.
Читать полностью",5
zinaida.chizhova,18.10.2023 00:23,"Остановились на квартире от этого застройщика, потому что нам по невысокой стоимости за квадрат предложили очень много разных вариантов. Планировки и стандартные, и евро, и площади разные, и этажи, и с красивыми видами, и с окнами во двор. Отлично работал менеджер в офисе продаж, сразу видно, что профессионал и с большим опытом, и даже благодаря ему подобрали для себя хорошее предложение по ипотеке от известного банка.",5
Ярослав,30.03.2023 17:49,"Принял квартиру в марте 2022 года, с подписанием акта о недостатках. Был существенный недостаток, было поставлено поломанное и поцарапанное окно, не поддающееся регулировке. по состоянию на март 2023 года, недостаток не был исправлен, кормят завтраками и переносят установку окна каждый месяц на месяц. Крайне не рекомендую принимать квартиры с недостатками, а ждать их устранения.
Не могу сказать
Задержка сдачи в полгода + 1 год устранение важных недостатков, не дающих возможности сделать ремонт.
Читать полностью",1
Геля,07.02.2022 17:07,"Цены на квартиру у А101 в пределах рыночных, можно покупать, тем более пока дом строится дешевле - квадратный метр. Застройщик долго в стройке, не слышала, что б у него были громкие скандалы. Комплексов у него не мало, есть с чего выбрать и районы, где он строится достаточно нормальные, да не центр и не элитные, но вполне подходят для нормальной жизни.",5
Антон Петров,13.01.2025 20:36,"А101 реально лучшие в своем сегменте. Строят не просто дома, а целые районы и сразу с инфраструктурой, школами и садами. ПМне нравится такой подход, не люблю жить в человейниках, а тут к людям нормально относятся",5
Светлана,29.11.2024 16:20,"Покупка квартиры оказалась ужасно нервным моментом для меня. Рассматривали и вторичку, и уже готовое новое жилье, и строящиеся дома. Но были все время какие-то моментики, которые не очень устраивали, потом случайно от знакомых узнала, что недалеко от их дома строит А101 свой ЖК, на удачу чисто обратились. И все прошло максимально гладко. Теперь у нас двушка в строящемся доме.",5
Игорь Рубанченко,15.07.2024 18:04,"Серьезный девелопер. Неплохо зарекомендовал себя на рынке недвижимости, по крайней мере, в Москве точно. Сдача почти всегда вовремя, задержки редки. Оформление недвижимости всегда быстрое и прозрачное. Как инвестор, я доволен.",5
Анна,15.07.2023 13:01,"Застройщик а101 самый ответственный, кто бы что ни говорил. Получили ключи день в день по договору. Молодцы! Еще и озеленение двора красивое, ландшафтные дизайнеры прямо постарались. Главное, чтобы жители теперь берегли такую красоту! Всем же хочется жить в красоте! Квартира просто чудесная. Очень светлая, много солнечного света, вид обалденный из окон!",5
Юрий,12.10.2022 19:11,"Подписал ДДУ с ними в Новой Москве, повезло успел напрямую с застройщиком, цены нормальные, как минимум соответствуют классу жилья, у меня в долевом двушка комфорт-класс. Объектов у них сейчас много, не знаю где еще они строят, но Новой Москве реально много их строек и не только жилье. Кроме них еще строит школы, бизнес центры.",5
Иван Иваныч,13.10.2022 21:15,"Они строят как правило там где не паханное поле, поэтому в их жилкомплексах всегда предусмотрена вся инфраструктура, по закону застройщиков обязуют делать сады и школы",
Юрий,16.10.2022 16:42,"Ну, Новая Москва это все таки уже довольно развитый район, можно сказать, А 101 продолжает его развитие.",
Марина,30.01.2022 14:39,"Мне нравится месторасположение ЖК, которые строит А 101, долго не могли определится между Скандинавией и Прокшино, но все таки остановились на втором. Такая близость к набережной и видовая квартира взяли вверх. Единственное за что переживаю, чтоб дом достроили вовремя, читала, что сейчас задерживаются сроки по сдаче ключей прилично, и это касается не только этого застройщика.",5
Екатерина,17.03.2021 21:42,"Срок сдачи домов задерживают более, чем на 7 месяцев, при этом два месяца уже не могут получить разрешение на ввод в эксплуатацию при якобы урегулированных замечаниях, выявленных при первичной попытке сдать дома. Большой вопрос, что же нам там настроили такое и как в этом нам далее жить...",0
Максим,07.10.2024 18:30,"Я выбирал себе помещение для небольшого кафе. Искал застройщика, чтобы приобрести помещение еще на этапе стройки, чтобы потом не переплачивать. Условия самые приемлемые мне показались в А101, да и сама сделка тут проходит без проблем и задержек.",5
Ксения,17.09.2024 17:38,"При помощи менеджера А101 подобрали вариант жилья, который нам подошёл по деньгам и квадратам. Приятно удивило качество строительства и отделки. Рядом есть все необходимое для жизни – магазины, аптеки, школы. Единственный минус – пока еще идут строительные работы в некоторых частях района, но это временно.",5
Эдуард,24.07.2023 19:27,"Вот кто у нас из застройщиков, строит самые современные школы рядом со своими проектами? Выбрали себе квартиру в ЖК от А101. Так здесь и детский сад и одна из лучших школ в Подмосковье. А спортивные площадки какие? Велодорожки и терренкуры, много зелени и деревьев, когда это все разрастется, будет красотища. Подземный паркинг тоже радует, не надо под снегом откапывать свои машинки.",5
Елизавета,22.01.2021 16:29,"Боялись, что из-за короны строительство встанет, но достроили и сдали наш дом по срокам - ок. Про другие корпуса не в курсе, но все что в зоне видимости - строится. пустых, нерабочих домов не стоит. Знаю, что кто то покупал специально на этапе котлована квартиры, чтобы потом перепродать. Выгода реально есть, до сих пор квартиры в цене растут. У нас и место неплохое, и метро есть, и до центра за 40 минут доехать можно)",5
Елена,05.03.2020 10:40,"ЖК ""Скандинавия"" дом 13.1 должен быть сдан в июле 2019, передан дольщикам до 30.10.2019, разрешение на строительство закончилось 30.01.2020, не продлено. На 05.03.2020 от Застройщика невозможно получить информацию когда будет передача квартир Дольщикам и в чем проблема. На телефонные звонки отвечают: нет информации, на письменные обращения вообще не отвечают.
нет
полная неизвестность
Читать полностью",1
Лариса,14.01.2025 15:20,"Работают четко, из графика не выбиваются. Взяли трешку с мастер-спальней. Состояние квартиры при заселении отличное. Порадовало, что высота потолков соответствовала действительности. Обещали, что будет 3,1 м. так и вышло. Заказывали сразу с дизайнерским ремонтом, нас полностью устроило.",5
Семён Алферов,12.01.2025 18:46,"Застройщик устраивает. Работаю с А101 несколько лет уже. По коммерческой недвижимости никого лучше порекомендовать не могу. Работают ответственно, к тому же берут на себя полное сопровождение аренды, сами ищут заинтересованных лиц и проверяют все документы. Полностью устраивает работа команды.",5
Борис,12.12.2024 18:15,По вопросам сделки кладового помещения в МФЦ Коммунарки все прошло отлично. Застройщика я лично могу оценить только с положительной стороны. Все бизнес задачи решает быстро и пунктуально.,5
Максим Федоров,29.11.2024 16:24,"По мне только у А101 можно купить хорошую квартиру и за приемлемые деньги. Настолько недвижка сейчас дорогая, что особо думать не приходится, тут либо вторичка, либо строящийся дом. Но клопы и старье меня мало интересует, поэтому искал адекватного застройщика. У А101 хорошая репутация, у меня была возможность посмотреть готовые дома, поэтому решился на покупку тут.",5
Дарья Ч.,24.07.2024 22:45,"Застройщик с перспективным видением, строит хороший Центр в Коммунарке. Парковка крытая предполагается, машиноместа, для коммерческих помещений выгодные моменты ( и автомойка, и общепит, и минимаркет). Бизнес сюда свой спокойно можно заводить.",5
Ксения,22.03.2022 19:40,"САМЫЙ УЖАСНЫЙ ЗАСТРОЙЩИК
Достоинства: Нет
Недостатки: Постоянный перенос сроков сдачи; представители застройщика посредственно выполняют свою работу, клиентоориентированность на нуле!!!
Читать полностью",1
Колотило Д.,27.04.2021 08:49,"Выбирали застройщика по многим параметрам. Да, отзывы также читали, но это далеко не единственный источник информации))) - столько черноты конкуренты льют... как говорил кто-то умный ""мне о вас столько гадостей рассказывали, что я уверен, вы прекрасный человек!"" :)) Короче, в конце года заехали в квартиру. Отделка в норме, на шумоизоляцию не жалуемся. И важный плюс - тишь да гладь в подъезде, тк у нас по стояку все квартиры с ремонтом :))",5
Нина,19.12.2017 18:30,"Лгуны и мошенники! Покупаешь квартиру, отдаешь деньги, а в итоге получаешь информацию о банкротстве застройщика. И ведь главное, что ни подтверждения официального, ни опровержения-нет. Есть только полнейшее игнорирование клиентов.",2
Илья Пахов,12.01.2025 18:49,"Радует, что застройщик держит в курсе о темпах стройки. Это важно. Есть чат, где скидывают фотки, да и на сайте о проекте обновляют информацию. Вкладываем большие деньги все таки и конечно же хочется понимать, когда квартира будет готова. По срокам сейчас отставания нет, надеемся, что в 2026 году сможем заселиться.",5
Константин Зверев,03.12.2024 12:35,"Хороший застройщик с нормальным отношением к работе. Доводит все до конца. Вместе с ЖК продумывает и всю инфраструктуру сразу, чтобы все было под боком. Считаю, что не зря решился на покупку именно у него. документы оформили очень быстро без проблем.",5
Эльвира Панова,02.12.2024 09:19,"Подбирала квартиру по цене, по месту расположения, ну и в целом чтоб застройщик был надежным. Обратились в А101, все оформили очень быстро, квартиру предложили недорогую, но с очень хорошей планировкой. Срок сдачи – следующий год, задержек быть не должно, так как уже все почти достроили.",5
Карина Евсеева,28.11.2024 11:41,"С застройщиком понравилось работать. Я все вопросы решала через менеджера Марию, очень адекватная, предложила сразу несколько классных вариантов, консультировала буквально 24/7, в итоге подобрала нам то, что нужно. Спасибо большое.
Достоинства: очень вежливые менеджеры
Читать полностью",5
Евдоким,10.11.2024 14:15,"С этим застройщиком уже несколько раз имел дело, всегда все максимально честно, буду и еще обращаться. И даже уже знакомым своим рекомендовал.",5
