Name,Date,Review,Stars
Георгий,06.03.2020 15:18,"Долго присматривался к Царской площади перед покупкой квартиры, изучал комплекс и самого застройщика. Компания на рынке с 2003 года, большой список построенных домов, причём свои жк сдают без задержек. И что самое главное, не увидел жалоб на качество строительства. Людей полностью устраивают готовые квартиры. По построенным домам типа Фили Града, Перовского, Эко Видное 1 все довольны, квартиры там уже не взять.",5
Руслан,26.05.2019 21:34,"ЖК ""Ясный"" - самое главное: покупая у MR, вы платите деньги в два офшора на Кипре (почитайте в проектной декларации, кто является учредителем застройщика по вашему ЖК), таким образом вы способствуете выводу денег из России за рубеж и теряете возможность вернуть их в случае форсмажора. Сухой остаток: - По ДДУ у Вас никаких прав - одни обязанности, изменить в нём вам ничего не дадут; - При крайнем сроке сдачи по ДДУ 31.12.2018 пришлось принять квартиру с недоделками (во избежание одностороннего акта приёма-передачи) лишь 22.03.2019; - по ходу строительства их двушки исчез второй санузел и превратился в кладовку и отделка в нем соответствующая, то есть просто покраска (деньги при этом за разницу в стоимости отделки санузла и сантехники и голой краски никто, естественно, возвращаться не собирается); - в акте приёма-передачи указана площадь на 1,5 кв. метра больше, чем в ДДУ и на 0,7 метра больше фактической (у целого стояка двухкомнатных квартир с первого по девятнадцатый этаж площадь составила 62,11 кв. метра, да и 0,11 кв. метра - у всех...); - отделочные материалы приемлемого качества напрочь угроблены селянами из Средней Азии, Египтянами и вахтовиками со всей страны, которые никогда на стройке не работали до этого момента; - вишенка на торте - навязанная УК, не способная даже грамотно облапошить жильцов - тупо пишут суммы в платёжках с потолка.
Нет
Вот какие придумаете, плюс те, что в моём комментарии ниже.
Читать полностью",1
ЕКАТЕРИНА,29.03.2019 15:01,"купили квартиру в жк Ясном и просто в шоке от всего происходящего! 1) во время квартиру не сдали 2) приняли квартиру с отсрочкой 2 месяца с кучей недоделок, наняли своих рабочих для завершения процесса псевдо отделки и приведения всего этого ужаса хоть в какой-то вид 3) двери, окна, входная дверь - все поцарапано, не доделано и тд 4) входную дверь в итоге меняли 5) в МОПах творится вообще жесть! грязь! испохаблены все лифты! никакой наждежда на то, что все это исправят уже нет! 6) достучаться до застройщика невозмоожно вообще! 7) рабочие гадят прямо в квартирах так как им не платят деньги! здесь устраиваются постоянные разборки рабочих с прорабами 8) положили в подьездах плитку под дерево - в итоге закрасили и эту плитку в один грязно коричневый цвет. 9) НАВЯЗАЛИ УПРАВЛЯЮЩУЮ КОМПАНИЮ! КОТОРУЮ ЯКОБЫ ВЫБРАЛИ ЖИТЕЛИ, НО ОКТОРЫЕ ДАЖЕ НЕ ГОЛОСОВАЛИ!!! 10) В ЦЕЛОМ - НИКОГДА БОЛЬШЕ Я НЕ СВЯЖУСЬ С ЭТОЙ КОМПАНИЕЙ! НИКОГДА!!! ЭТО АДСКИЙ АД! ВСЕ ЧТО ОБЕЩАЮТ ПРИ ПОКУПКЕ - ВРАНЬЕ!!!!!! 11) ЭТО КОШМАР, А НЕ ЗАСТРОЙЩИК!!!!!!!
все достоинства были на картинках при покупке
все что получили в итоге
Читать полностью",1
Людмила,07.10.2021 13:22,"У нас квартира в Фили сити. Комплекс уже построен, но про качество говорить рано. Получим ключи, посмотрим. Хочется отметить работу менеджера Светланы, два года нас ведет, всегда на связи, на любые вопросы есть ответ. Подобрала нам лучшее место для парковки, в тот же день забронировала. Надеюсь и дальше, мы не разочаруемся в этой компании.",5
Максим,02.03.2020 17:40,"Прежде чем обратится читал много форумов, оценил мнение людей. В общем фон положительный, качество хорошее, строят в срок. Некоторые только жаловались на управляющую, которую дают на первое время. В остальном же все очень хорошо, при чем в любом классе жилья. И в комфорте, и в бизнесе видно, что построили хорошо. Как пример - ездили в уже построенный Перовский, очень понравилось. Сейчас выбираем квартиру в Фили сити, чем-то похож проект по концепции и территории, ждем согласования ипотеки от банка для последующей покупки.
Крупный застройщик, много проектов высокого класса, интересные акции и предложения, хорошая скорость строительства.
Возможные проблемы с ук от застройщика.
Читать полностью",5
ОЛЬГА,09.04.2019 11:30,"Самые негативное отношение к ЖК Ясный. В марте 2017 я подписала договор только по принципу надежный застройщик и главное хотела получить квартиру до 31.12.2018. Но только в 2019 году начался кромешный ад и бесконечные поездки в эту долбанную фирму. Машиноместо было оплачено 14,85 м2 в итоге мне передали по факту только 13 . 4 месяца они не знали как же оформить претензию , но наконец был подписан доп.соглашение на изменение площади. Регистрация 3 недели, и только потом в течении 2 недель должны вернуть деньги. Что касается квартиры, по состоянию на 07.04.2019 мной написана еще 2 претензии , по незаконному обогащению , увеличили незаконно площадь квартиры посчитав туда общие стояки. Теперь якобы я обязана заплатить за то что у меня нет. Отношения к покупателям отвратительное, руководства нет, юристов нет, только на горячей линии "" тупые исполнители"" которые как автоответчик говорят. Не обладаю информацией и все все в сад. Эта компания находится под крылом влиятельных людей, поэтому все суды скорре всего куплены. В остальном во всем полностью согласна с оставленными комментариями
только на картинках
Читать полностью",0
Taras,23.08.2022 14:52,"Выбрал для себя квартиру в ЖК МОД от этого девелопера по ряду причин: 1. МР групп давно на рынке, благополучно построили много красивых объектов 2. Удачно выбранное место для ЖК: удобно добираться в центр на машине, район с нормальной экологией 3. Понравилась визуализация проекта: все четко от архитектура до дизайна лобби 4. Хорошая цена для такого класса недвижимости на старте продаж",5
Евгений,23.01.2019 16:03,"Считаем невозможным и неправомерным решение о строительстве коммерческого высотного 23-этажного жилого дома с 2-мя подземными этажами парковки в составе ТПУ Люблино на земельном участке по адресу тер. ТПУ «Люблино» (Разрешение на строительство от 07.06.2018 77-152000-0017255-2018). Невозможность, неправомерность и чистый коммерческий интерес этого решения очевидны, возмутительны и явно содержат коррупционную составляющую, которая подтвердится, если уполномоченные на разбирательство в этом органы отнесутся к этому вопросу ответственно и непредвзято. Причин нашего возмущения и возмущения всех жильцов близлежащих домов множество, среди которых следующие: 1) Нарушение правил проектирования ТПУ в спальном районе (официальный сайт «Комплекс градостроительной политики и строительства города Москвы»): «Например, если это спальный район, то там целесообразно строить социальные объекты. А если это новый район, там можно рассмотреть возможность строительства жилья». Подробнее: https://stroi.mos.ru/tpu?from=cl 2) Никаких публичных слушаний не проводилось, нас никто не информировал об этом и информация застройщиков о наличии подписей жителей (липовые публичные слушания!) – подлог и мошенничество! По действующему федеральному градостроительному законодательству, и вторящему ему региональному московскому, среди сложившейся жилой застройки могут возводиться только объекты социальной, инженерной и транспортной инфраструктуры, а также социальное жильё при условии сохранения существующей системы благоустройства и озеленения территории и только после проведения публичных слушаний и согласования проекта с жителями. 3) Новое строительство домов чревато последствиями, связанными с плотной застройкой и проблемами с грунтовыми водами, близостью метро, что привело к трещинами в домах по адресам: ул. Белореченская, д. 25, корп.1, ул. Совхозная, д. 1 (о чем известно органам власти Москвы). Еще в 2003 г. застройщик Су 155 информировал жителей, что на пустыре перед домами зыбкая почва, плавуны, в связи с чем высотные дома на ней строить нельзя. Позже на этом месте был построен парк. Опасным фактором является вибрация, связанная с близостью метро, в связи с чем вызывает сомнение экспертиза геодезистов. 4) Ожидается транспортный коллапс ввиду того, что дорожная сеть со стороны улицы Совхозная очень плотно стеснена жилой зоной. 5) Угроза безопасности граждан в связи с существующими и сейчас трудностями с подъездом к домам МЧС и скорой помощи по причине скопления машин вокруг домов (Новороссийская 25, Белореченская 6), что связано с рельефом местности, узкой придомовой дорогой (вина органов власти, допускающих такое строительство и «благоустройство») и нехваткой парковочных мест на имеющейся парковке, которую к ужасу проживающих собираются переместить и уменьшить при этом. 6) Нехватка парковочных мест в результате строительства по приблизительным расчетам составит не менее 400-500! 7) Планирование подъездных строительных путей именно по этим узким и непредназначенным для проезда многотонной и негабаритной строительной техники дорогам на придомовой территории в связи с особенностями рельефа местности и ограниченными возможностями подъезда другим образом нарушит все мыслимые и немыслимые интересы жителей, права, безопасность. 8) Ухудшение и без того тяжелой экологической обстановки в районе, нарушение санитарных правил проживания, лишение проживающих элементарных и достойных условий проживания – планируется сделать из района реальный муравейник! 9) Ухудшение инфраструктуры, нехватка школ и детских садов, нагрузка на метро и дорожную сеть, которые уже не справляются в «часы пик». 10) Планируемый снос детской и волейбольной площадки и уже уничтоженный ночью сваркой физкультурный турник – вредительский акт против детей и здорового образа жизни для тех, у кого нет денег, чтобы платить за занятия спортом. 11) Район Люблино и без нового строительства находится в зоне МНПЗ (постоянные превышения норм сероводорода), двух рынков (Москва и Белая дача) и масса мигрантов, которые уже живут в районе и их количество может только увеличиться. 12) Ухудшение криминогенной обстановки. 13) До появления каких-либо информационных стендов безо всякого согласования с жителями вырубили 500 деревьев в единственном зеленом месте (сквер возле парка). Высадка новых деревьев не планируется. Помогите остановить этот беспредел и варварское отношение к людям! Пока не поздно и для сохранения деловой репутации компании, рекомендуем MR Group договориться с городскими властями о замене участка для компенсационного строительства жилого дома в рамках ТПУ Люблино!
Пока не поздно и для сохранения деловой репутации компании, рекомендуем MR Group договориться с городскими властями о замене участка для компенсационного строительства жилого дома в рамках ТПУ Люблино!
Строительство жилого комплекса в рамках ТПУ Люблино, совершено непродуманный вредительский проект, который приведет к катострофическим последствиям для качества жизни района.
Читать полностью",1
Андрей,23.11.2018 20:41,"Высказываю крайнюю степень возмущения действиями застройщика MR Group в ЖК Ясный. После оплаты понравившейся квартиры на ген. плане в этом комплексе полтора года назад, после сдачи дома в эксплуатацию, после выдачи ключей!!! от квартиры, мы добросовестные граждане не могли себе и представить того кошмара, что нас поджидал далее! Застройщик стал всякими правдами и неправдами затягивать время выдачи жильцам так называемых ""мокрых зон"". Приступать к ремонтам и отделкам своих квартир мы до сих пор не имеем возможностей. Кроме этого, узнаем в конце ноября, что застройщик кардинально изменил планировки квартир против тех, что были указаны при оплате понравившейся квартиры. Не уведомив заранее хотя бы нас, своих покупателей! Кухня перенесена в другое помещение!!!, стала существенно меньше размерами!!! Из предусмотренных планом двух стояков в квартире, заставляют по новым тех. условиям вешать кухню, туалетную комнату и ванну на один стояк вентиляции (кстати это серьезное нарушение СНиПов)!!! Второй стояк с канализацией, вентиляцией гвс и хвс в квартире занимает почти квадратный метр!!! Зачем тогда он нужен мне в квартире? А на минуточку один квадратный метр стоит более 140 тыс. рублей! И я его оплатил!!! Тогда хочу на нем чего то разместить там..., как то попользоваться им...!!! Нет, дудки!!! Нельзя!! Нельзя убирать его совсем, заподлицо с полом!!! Будет теперь торчать в квартире!!! Вообщем, честно какой то беспредел!!! 90-е годы!!! граждане!!! MR Group так испортил свою репутацию в городе, так упал вниз, что хуже только горе-строители-таджики...(на примере ЖК Ясный). Граждане, не поддавайтесь на хвалебные отзывы об этом застройщике MR Group!!! Они сами о себе пишут эти отзывы. Так обманывать граждан, заплатившим им огромные суммы могут только в MR Group!!! Кстати до сегодняшнего дня (22 ноября 2018 года) мы так и не можем приступить к отделке купленных квартир. Готовим коллективное обращение в суд.
Читать полностью",0
Женя Л.,03.04.2024 17:35,"Застройщик очень старается, чтобы жителям было комфортно проживать в их ЖК. Взять вот мой жк: по проекту будет школа и два детских сада. У нас в ЖК даже плавательный центр появится скоро.Мы вообще когда искали варианты у нас в городе, смотрели надежный застройщик или нет, а уж потом смотрели сам жк. МР Групп входит в топ-3 застройщиков Москвы. Как по мне, это показатель надежности.",5
