Name,Date,Review,Stars
Ольга,20.03.2021 12:52,"Самый отвратительный застройщик. Приобрела квартиру в первой очереди ЖК Пригород Лесное, сдан в начале 2018 года. С чем я столкнулась за три года: 1. Компания Самолет не хочет нести ответственность в рамках договора, исполнять условия гарантии! Отвратительный ремонт от застройщика, все отваливается и отклеивается через три месяца, протекает, принося ущерб личным вещам собственников. 2. В случае аварии по вине застройщика, он всеми возможностями пытается избежать исправления своих косяков, а если вдруг вам удастся чего то добиться обязательно сделает тяп ляп и не доведет дело до конца. Как в мое случае: в ванной комнате случилось залитие по вине застройщика, протекала труба в стене, визуально это не заметишь, вода уходила под плиткой на полу затапливая потихоньку соседей с низу и мой коридор. Аварию устранила УК, а вот исправлять испорченный ремонт застройщик не торопиться, часть он сделал ""тяп ляп"", а часть жду уже почти 9 месяцев, как младенца. Видимо без суда не обойтись. Обрабатывать помещение от плесени мне пришлось за свой счет и своими силами, так как у застройщика они отсутствовали. 2. В первый год было написано много претензий по исправлению недочетов, часть до сих пот на том же месте. Первый и самый важны важный недочет, если можно так назвать: дырявые окна, дует из всех щелей (6-9 месяцев добивалась устранения этого недочета, а когда пришёл рабочий мой муж стоял у него над душой пока тот не выполнит работу качественно, постоянно направляя его), далее испорченные строителями подоконники (все под замену), не крашенные батареи, не закрытые дыры в потолке и полу, в месте где проходит батарея, грязные обои и таких недочетов полно. 3. За три года, как было обещано, нет транспортной доступности. Ситуация ухудшается с каждым днем. Не выехать из ЖК , не заехать, пробки -пробки..... бесконечные. Само асфальтное покрытие в ЖК и на выезде в отвратительно состоянии, если застройщик что то капает, то потом по полгода и более не может привести дорогу в надлежащее состояние. На общественном транспорте добраться до Москвы возможно в течение 40-60 минут, отстояв гигантскую очередь. Бедные пассажиры постоянно в состояние стресса. 4. Инфраструктура никакая: 2 сада переполнены (второй сад открылся в сентябре 2020г.); школу должны открыть вот вот.... но это все длится с 2019г.; дороги пешеходные зимой толком не чистят, а детские площадки и вовсе, все засыпано снегом, осенью и весной все залито водой. В общем с ребенком гулять можно только летом или на основной улице Литературный бульвар, где нет площадок и полно грязи, а летом сидящих на лавках алкашей. Нет торговых центров, нет центров для досуга детей, нет нормальных кафе, в общем скука смертная... 5. Отсутствие поликлиник и больниц, когда я родила в 2019г. детский педиатр, который находиться в Молоково (куда по прописке относится наш район) отказался приходит осмотреть малыша, на первый месяц жизни так и не появился. Когда у нас были небольшие проблемы с малышом, я не смогла дозвонится в детскую поликлинику в Молоково, чтобы вызвать врача, так как просто никто не поднимал трубку, а после 14-00 абонент был не доступен. Поэтому я и вся моя семья прикреплены к поликлиникам Москвы, но до Москвы нужно потратить уйму времени, чтоб добраться. 5. Отсутствуют парковочные места во дворах, люди паркуются в каждой свободной ""дырке"" и по средине дороги, наплевав на окружающих. Есть платная парковка не крытая, зимой ее чистят сами водители, за охраной ТС особо не следят, были случаи угона ТС с платной парковки, за такие услуги цена сильно завышена, добираться до парковки в среднем 5-20 минут смотря где находится твой дом. Полное разочарование застройщиком и ЖК. 1000 раз подумайте, прежде чем приобрести жилье у данного застройщика!
нет
застройщик строит, далее вся ответственность твоя, сам за свой счет переделываешь ремонт (за который ты уже заплатил), в случае аварии по вине застройщика, за свой счет ее устраняешь, отвратительная слышимость в доме, нет парковок, территория возле дома требует полной реконструкции (соответственно снова за счет собственника), отсутствие инфраструктуры, транспортной доступности.
Читать полностью",1
Галина,23.03.2021 16:16,"брали в 2018 году у них в Люберцах, инфраструктура потихоньку развивается, недочеты при приемке застройщик устранил в течение 2х недель, соседей слышно конечно, но и до этого жили в старой пятиэтажке так же слышали. Особых претензий нет, хотелось бы чтоб быстрее строили школы и сады.",
Николай Михайлович,23.03.2021 20:17,"Не позавидуешь конечно вам, ужас. Мы когда принимали квартиру нанимали ребят, которые разбираются в приемке, сами не справились бы. Они выявили недостатки, мы заполнили акт и передали его в отдел. Замечания по ремонту были устранены в темпе, примерно в течении недели. В целом район нам нравится работаем недалеко отсюда, обещают со временем сделать дорогу, ну в принципе ее много где начали строить и ремонтировать и до нас очередь дойдет, инфраструктура тоже развивается потихоньку, это неизбежно, Москва продолжает расширяться и строиться)) а по факту, проблем везде хватает, где не копни, мы люди приезжие, потому особо не жалуемся.
Читать полностью",
Алена,30.03.2021 09:38,"Сколько Бреда конечно вы написали. Особенно про водителей, чистящих парковочные места на платной стоянке. Это было один раз, в период сильных снегопадов, но извините основную дорогу там прочистили первым делом, а потом только улицы. Добираться туда не 15 минут, из любого уголка жк, но есл конечно у вас нет проблем со здоровьем. Далее про общественный транспорт- 40 минут до метро с отстоянном в очереди - это совершенно нормально для Подмосковья , покупайте в Москве если не хотите стоять. Только та же студия возле домодедовской будет не 3,6 млн, а 5 ,6 млн. Ремонт от застройщика - вы правы, лучше бы не делали. Но опять точно такой же ремонт вам встанет тыс 500 , если не больше. Везде есть минусы. Но это единственный жк эконом класса, где можно увидеть такую благоустроенную территорию .
Читать полностью",
Сергей,02.06.2021 15:36,"Ужасный застройщик! Обманывают людей со сроками. Все сроки запланированные застройщиком по договору сгорели!
Достоинства: Нету
Недостатки: Обман людей, наплеватеольское отношение к людям
Читать полностью",1
Роман,03.06.2021 17:47,"Нам тоже немного подзадержали, но это и понятно, стройку останавливали все застройщики, поэтому мы отнеслись с пониманием, качество устроило и это самое главное для нас.",
Марина,24.06.2024 23:39,"Перебрались в соседний жилой комплекс Люберцы. Мы всю жизнь тут, просто хотелось побольше квартиру. Район любимый, знаем все полезные места, куда сходить самим, куда с ребенком. К пробкам мы привыкшие, поэтому уже давным-давно не обращаем на них внимания.",5
Глеб,27.06.2022 08:56,"У Самолета брали сразу квартиру, паркинг и кладовку. Отлично, что есть подобные выгодные предложения, на которые еще и скидку дают. Получилось выгодно!",5
Владимир,13.02.2022 20:15,"В отличие от некоторых других Самолет стройки на годы не замораживает, даже в современной ситуации, когда жутко вырос ценник на строительные материалы, они справляются. По качеству у нас лично с женой по купленной квартире претензий минимумум. Даже если была парочка, то их по запросу устранили буквально за пару недель.",5
Ирина К.,22.11.2021 19:50,"Мы приезжали посмотреть квартал. Пока все нравится) выглядит ухоженно, современно. Парковочных мест маловато, но в принципе дворы аккуратные и зеленые.. а с парковкой может и решат что-то в будущем.",5
Тимур Басиров,20.06.2024 23:18,"Мы живем в жилом комплексе Спутник около года. В школу определили ребёнка в Строгино, это прямо напротив, но вожу я его на машине, а жена ездит на работу через метро Мякинино. В целом, нормально, но приходится на маршрутке ездить. Самим комплексом довольны, застройщик у нас хороший, повезло!",5
Сергей,16.03.2023 11:54,"Дома монолит-кирпич, есть квартиры с застекленными балконами и лоджиями, выбрали именно такую, отделка тоже под ключ, хорошо сразу заехать.",5
Влад Крюков,15.01.2023 12:10,"Новый классный проект, смотрели планировки, понравились многие, но больше всего с балконами. Отделка под ключ при сдаче, это тоже нас очень устраивает.",5
Жанна_Х,27.06.2024 07:58,"В жк Люберцы живу недавно, но такое ощущение, что это мой родной район. Влилась отлично можно сказать, уже всю территорию изучила, много где погулять можно, особенно около озера красиво. Здесь магазинчики разные имеются уже, всё рядом с домом есть, что необходимо",5
Инна,19.09.2023 15:21,"Живем в ЖК «Люберцы» уже год. Все устраивает. Хороший ЖК у нас, и управляющая компания хорошая. Территория всегда в порядке содержится, чисто очень, мусор вывозят всегда вовремя, переполненных баков не бывает. Квартира у нас с видом на озеро, и очень удачная планировка, санузел большой, кухня просторная, в комнатах хватает всем места. Есть кладовая, это решило проблему с хранением вещей, особенно сезонных.",5
Лидия Степановна,20.11.2022 14:31,"Купили квартиру в Тропарево. Для нас подходящий вариант по цене/расположению и качеству. по сути вторая квартира от этого застройщика, первую брали себе родители и уже почти три года живут. За свои деньги компания предоставляет приемлемое качество.",5
Лариса Танчук,15.09.2022 22:58,"Мы покупали квартиру с привлечением материнского капитала, брали ипотеку, вносили изначально только первоначальный взнос наличкой и все. Нужно было решать много вопросов, но менеджер Самолета во всем помог. Так как была у нас первая покупка жилья в жизни, конечно волновались, но все прошло хорошо. Только сам банк уже долго рассматривал заявку, но вроде говорят, что сейчас у многих так из-за ситуации в мире в целом. А еще менеджер нам помог саму квартиру выбрать. У Самолета предложений по вариантам куча и менеджер помог разобраться. Так как мы не москвичи и даже в области не жили никогда, он нам рассказал по плюсам-минусам разных районов, потом еще по планировкам, отделке и всему остальному. Выбрали квартиру с ремонтом, чтобы потом на него не тратиться, недалеко от мкада, в хорошем районе, инфраструктура есть вся (магазины, садик, школа, аптеки, даже поликлиники, банки, ну и все остальное) и даже метро не очень далеко. Дом будет сдаваться в следующем году, еще нужно подождать, но мы не переживаем, уверены, что все будет достроено и сдано как положено.
Читать полностью",5
Марина,29.06.2024 23:58,"Мы в Пригород Лесное живем уже третий год, классный большой жк с собственной инфраструктурой, но ипотеку платим до сих пор. Хорошо, что платеж очень адекватный, нам в те времена очень повезло с хорошим процентом. Ну и квартира стоила немного других денег, чем сейчас.",5
Наташа,01.08.2020 18:25,"Мы два года назад переехали в Пригород Лесное, сейчас вот дочери приобрели студию в Некрасовке. Это оба ЖК компании Самолет и этим все сказано) Действительно предлагают хорошее жилье за свои деньги. Мы очень довольны, квартира хорошая, просторная, далековато от центра правда, но зато природа вокруг. А вот дочери уже квартиру рядышком с метро взяли, ей это намного важнее)",5
vika.myznikova,22.06.2024 23:55,"Я давно смотрела на этот жилой комплекс. Рассматривала разные варианты покупки. В итоге взяла квартиру без отделки, но в готовом доме. Хотелось дизайнерский ремонт сделать. Удалось! За счет него, квартира получилась очень необычная, хоть и небольшая и компактная. Я довольна)",5
Ангелина Лепникова,27.12.2023 00:18,"Решила купить в квартале Сабурово себе двушку. Здесь в основном формат евро застройщиком представлен. Я так прикинула, неплохой вариант, лучше, чем однушка. До МКАДа, конечно, не очень близко, 15 км, зато ценник адекватный",5
Олег Тамаков,23.11.2023 11:26,"Выбрал Большое Путилково у этого застройщика, потому что рядом с Москвой жк располагается. Квартира получилась классная, вид более - менее нормальный. Но вот с выездом тут беда, он всего один, приходится раньше вставать, чтобы не встрять прямо перед МКАДом.",5
Лера,30.03.2023 19:59,"Мы тоже покупали квартиру от самолета и хочу порекомендовать этого застройщика. Покупали квартиру в Пригород Лесное, с чистовой отделкой. Вы знаете, я даже была удивлена, насколько все было хорошо сделано. Материалы конечно не все импортные и супер высокого качества, но все в приличном виде и ламинат хороший, и двери, и сантехника. Все выполнено было в нейтральных тонах. И какая прелесть, что у соседей тоже чистовая отделка и после заселения никто не делал ремонт.
Читать полностью",5
Тимур Сидрук,31.08.2022 17:20,"Не буду ругать эту компанию даже с учетом того, что сдача дома нашего немного задержалась из-за пандемии. Тут всего пара месяцев, а некоторые уже больше года обещанные ключи не получают. При этом в нашем доме все отлично сделано, и вокруг хорошие площадки, и места для машин, и предусмотрены садики и школы, и район хороший. Мы довольны вообщем.",5
Леся,01.08.2022 13:05,"К застройщику обратилась потому что у него была подходящая мне квартира и по адекватной стоимости. Купила ее в ипотеку, предварительно забронировав. Во время покупки и потом в процессе сдачи ничего не вызывало никаких вопросов и затруднений. Ставлю самолету за это 5 баллов.",5
Олег,29.07.2022 10:57,"Много различных планировок, классные подъезды, все новое и качественное как показано на сайте, все равно какие то мелкие недочёты будут, но это не так критично.",5
Юрий Клевкин,26.07.2022 15:40,"Район неплохой, развитая инфраструктура. ЖК Люберцы масштабный, быстро строящийся и цены вполне неплохие за такой комфорт.",5
Елена,07.06.2022 11:15,"Купили в прошлом году тут трёхкомнатную квартиру. Планировка не плохая, большая кухня у нас. Рады, что решились на ипотеку, теперь живем хоть, как люди, у каждого своя комната)).",5
Кирилл,13.02.2022 19:48,"Пока еще рано делать какие-то выводы, потому что стройка только на начальном этапе. Тем не менее работы ведут активно, много техники на площадке. По рендерам все выглядит вполне привлекательно. Плюс хорошая цена на старте.",5
Борис,06.01.2022 16:39,"Большой плюс от застройщика, это цена на квартиры, небольшая для Москвы, но все же растёт как на дрожжах, чем раньше приобретёте, тем лучше, на квартиры спрос большой.",5
