Name,Date,Review,Stars
Елена,04.04.2020 14:03,"Хочу, написать о жилье, а вернее о качестве продаж и отделки в ЖК Римского-Корсакова 11. И предостеречь новых покупателей, об этом УЖАСЕ!!! Начну с того, что мы купили квартиру в ипотеку, и брали из расхода того что посмотрели шоурум все прилично, не бизнес, эконом, но ничего, вроде показалось все прилично! Мы не торговались, и поэтому, нам даже не показали где наша квартира! Типа там стройка, у Вас прекрасная планировка и т.д. В общем менеджер Самир обманщик.... ещё наверное и премию получил что продал нам квартиру, с видом на крышу коммерческого помещения, да ещё и скидку не попросили!!!! А, нам ни кто просто об этой крыше ни кто не сказал!!!! Для нас был сюрприз, когда мы пришли принимать квартиру! Фото вида прекрасной крыши из них комнат во вложении!!!! Конечно пытались разобраться, зачем обманом менеджеры занимаются, но все бесполезно!!! Типа, время прошло ничего не докажите!!!((( развели руками!!! Надеюсь, уволили этого Самира негодная!!! Но на этом все не закончилось!!!! То как сделан ремонт, это просто Ужас!!!!! Это не эконом, это даже сложно сравнить с общественными местами!!!!! Это даже не трущебы.... то какие кривые стены, одному Пику известно, как положена плитка, это какой кошмар, она вся пляшет.... весь бетон из неё высыпается... но это ещё не все.... какого она качества.... фото прилагаю, где они ее наши???? Где закупали???? Она вся грязная... нет, вопрос не в том что ее не вымыть, ее мыли 1000 раз, разными средствами, но ничего не спасает.... она грязного вида... У меня вопрос, у тех кто закупал эту плитку такая же в их домах???? Их дети, родные, да они сами по такой же ходят??? Фото прилагаю!!!! Так же как сделаны двери, молчу из чего... руки оторвать!!!! Еще ждёт сюрприз при подключении раковины на кухне!!! Просто хочу спросить у Пика, зачем Вы продаёте квартиры с отделкой???? Люди покупают с отделкой не для того чтоб ее переделывать, а чтоб заехать и жить!!!! Люди будьте бдительны имея дело с Пиком!!!!!
Нет достоинств!!! Одни минусы!!!!
Продажа, ремонте, УК
Читать полностью",0
Екатерина,03.05.2020 02:23,"Елена, полностью разделяю Ваше негодование (мой отзыв от 30.04.2020 г по ЖК ГринПарк). Ни у одного знакомого мне человека (соседи по дому) не сделана качественно или хотя-бы приемлемо отделка, а переделывать после рукожопых мастеров ПИКа вдвойне сложнее и дороже из-за стоимости работ по демонтажу наделанного ими говна.",
Елена,19.01.2022 17:05,"покупка на сайте просто сплошные нервы,пишут одно в итоге совсем другое,пик просто наживается на брони,заплатили за бронь,но квартиру купить не возможно,пишут акция на покупку без первого взноса,думали пик с банком как то договариваться раз у них акция,позвонили менеджер все по сайту подтвердил сказал бронируйте,но банк такие заявки даже не одобряет и их даже нет возможности подать.Вообщем подарили пику 5000 и потрепали нервы а квартиру так и не купили,вот вам и одобрение 98%.Но даже если бы банк дал добро,то сумма ежемесячного платежа на 30-40 тысяч больше,чем предлагают на сайте пик,хотя пик может это все примерно посчитать,но не с такой же разницей???
нет
на сайте ложная информация
Читать полностью",1
Александр,13.06.2020 13:04,"Отделка просто г@вно и это еще мягко сказано. И при всем при этом ждали выдачу ключей целый год. Полностью разочарован. Брать не рекомендую в этих человейниках, места впритык.",0
Артем,14.09.2020 10:28,"Это просто ад! Такого бардака и беспредела я не видел никогда! 2 месяца назад (09.07.2020) черт дернул меня связаться с компанией ПИК.... Чтобы быстро переехать и не ждать стройку + отказаться от съема жилья, я решил приобрести готовую квартиру в ЖК Столичные поляны, несмотря на КОНСКУЮ переплату за готовое жилье! Но моим желаниям уже 2 месяца не суждено сбыться.. Уже 2 месяца идет эпопея по оформлению ГОТОВОЙ квартиры! Что творится с покупкой квартир по ДДУ – страшно представить… 2 месяца я плачу ипотеку и продляю съем жилья! Знакомство с Пик с самого начала началось «весело»… Целый месяц, выбранную мной квартиру бронировали и перебронировали на разных людей, несмотря на то, что я оформлял платную бронь... Но это все фигня, по сравнению, что ждало меня дальше… Потом 2 недели собирали документы для Сбербанка. Ощущение было, что ПИК впервые оформляет продажу квартиры через ипотеку... То нет одних документов, то ошибки в ДКП, то неверные доверенности... С горем пополам сделка свершилась. Я выдохнул, но не тут то было. Спустя 5 дней приходит уведомление из Росреестра, что регистрация приостановлена. Я заказал выписку из Росреестра и СЮРПРИЗ! КВАРТИРА АРЕСТОВАНА по решению суда! Ладно бы только моя, но и квартира друга, который также решил приобрести жилье в этом доме. На дворе 14.09...10 дней назад ПИК сообщил, что арест снят, через 10 дней пройдет регистрации... Думаю, ну наконец-то этот адский ад закончится, но это был бы не ПИК…. 14.09, на сайте Росреестра статус по-прежнему ""приостановка"", в контактном центре отвечают, что наложен арест. ""Прекрасный"" застройщик информирует меня, что все в ажуре, это базы Росреестра висят... В общем полный пи...! Что делать с этим дер…ом, я уже просто не знаю… Банку пофиг, их задача выдать ипотеку и стричь %... Типа на момент сделки ареста не было. Но читая форумы о том, как банки проверяют объекты на юридическую чистоту, доверия вся эта канитель не вызывает… Благо деньги на безопасном счете… Но сделку отменить я уже не могу, только по решению суда. ПИК сейчас переводит стрелки на Росреестр. В последнем – вообще бесполезно что-то выяснять: то сайт не работает, то базы висят, то ПО обновляют… Писать руководству ПИКа, думаю бесполезно. Жду еще пару недель и придется идти в суд. PS: на своем опыте, хочу дать совет. Прежде чем связываться с горе-застройщиками, проверьте компанию, хотя бы на количество исполнительных производств, которые висят на сайте ФССП…. ГК ПИК там «почетный» клиент…
Читать полностью",0
Ольга,14.04.2021 06:36,"Здравствуйте! У меня сейчас такая же ситуация, чем у Вас закончилось дело?",
Валера,07.09.2023 16:34,"От этого застроя ждём квартиру, надеюсь всё ок будет.",5
Антон,20.09.2023 10:17,"Ну про пик я не слышал, чтобы они что-то не достроили. Тоже от них буду квартиру принимать в 2025.",
Евгений,17.08.2023 15:54,"Интересовала студия в центре, взял квартиру в Лермонтовском 54. Ценник кстати адекватный, в соседних жк вроде Глоры Икс или Променад цены чуть ниже, правда там и квартир мало осталось, студий вообще нет. С транспортом вообще никаких проблем - через мост перейти и уже в метро на красной ветке.",5
Михаил,03.03.2023 13:52,"Взял квартиру, чтобы деньги вложить, а то с этой инфляцией итак уже около 700тыс профукал. Всей суммы у меня не было, часть в ипотеку взял, но там хоть процент адекватный был. Пока планирую квартиру сдавать, она как раз уже с отделкой идет, не придется особо вкладываться, для сдачи прям самое то.",5
Лариса,09.03.2023 12:36,"Чистовая отделка- это не только при сдачи спасение) мы вот для себя квартиру взяли, уже полгода как заселились. Ремонт из категории «дешево и сердито», но нам этого достаточно, уж на первое время точно. Не представляю, когда бы получилось заехать, если б не было отделки.",
Артем,22.12.2022 17:09,"Довольных как мы здесь немного) У нас нормальная квартира и соседи хорошие, и ук убирается, и двор в чистоте, еще и машиноместо в паркинге есть. Потому что мы покупали в готовом доме, который в прошлом году еще сдали. Вот такая скучная история про ПИК. С наступающим, будьте добрее!",5
Денис,29.04.2019 16:53,"Долго выбирали компанию , решили остановится на ЖК Саларьево Парк группы компании ПИК. Новый район, рядом метро, монолитные дома высота потолка 280 см, широкие окна, рядом должны были открыть парк отдыха. Что в итоге получилось: 1)Квартиру в срок получить не удалось, застройщик несколько раз переносил сроки нарушив все возможные сроки по договору. Мирно данной вопрос решить не удалось, отправляли всех в суд. Сделано это было специально, как только ПИК продаёт последнюю квартиру в доме, сразу всю бригаду кидают на новый дом оставляя несколько рабочих которые только создают видимость работы. Хотя в офисе все менеджеры говорили, что ПИК сдаёт все объекты досрочно. Так вот на самом деле это не так, им наплевать на сроки договора и тем более на клиентов. 2) качество самого дома оставляет желать лучшего, все стены кревые, плитка с фасада отваливается, зазоры между стенами и окнами с кулак, под подоконниками они вообще не кладут цемент там гуляет ветер, после дождя внутри дома текут ручьи. Что касаемо внутренней отделки, не в коем случаи не берите их ремонт. Он отличается от того что их менеджеры показывают в шоуруме. Начну по порядку, входная дверь мятая поцарапанная вся забрызгана краской, межкомнатные двери все обшарпанные наличники разной длины замки не закрываются петли кривые двери скрепит или вовсе невозможно закрыть, стены в каждой комнате кривые, обои вместо белого цвета замусоленные с чёрными пятнами и протертостями, плитка вся в сколах стыки не промазаны, плинтус скрепит под ногами положен прям на грязный бетон без подложки, окна в окалинах из 4х окон только два открываются стекла нацарапаны все в краске, подоконники прожжённые, большенство газеток не заземлены и не работают, проводка с потолка отвадилась вместе с лампочкой, при открытии окна подвесной потолок провис, сантехника вся бежит, краны с горячей водой и холодной перепутаны местами, батареи самые дешёвые такие уже не выпускают.Итог один не в коем случаи не берите квартиру с ремонтом иначе будет как у нас. Мы заплатили за ремонт так как была квартира с ним, затем заплатили за демонтаж такого ремонта и после заплатили снова за ремонт. Дальше получили квартиру не с теме широкими окнами которые все так рекламировали а с совершенно другими, оказалось что во всех 3 х комнатах стояли вместо широких окон узкие двойные. Со слов пика оказывается они вправе менять конечный вариант планировки и якобы в договоре у них есть такой пункт. И им наплетать что в договоре у вас на схеме широкие окна. 3) вместо обещанного парка мы так и не получили нечего кроме самого крупного мусорного полигона в России, теперь у них нет денег на рекультивации мусорки и теперь стоттменно там будет и когда они не могут ответить, более того позже прям по середине район возле домов построили международный автовокзал с проходимостью около 100 000 человек в сутки из таджикистана, Узбекистана, украны, Белорусии. И поверьте это не самое страшное что я вам написал, люди на форумах выкладывали фото во время приемки квартиры с треснутыми ваннами с обосранными унитазами и раковинами ( рабочие справляют нужду прям в раковину ) стыки и щели кругом, дыры в стенах, непромазано, непрокрашено . Ужасное отношение к клиентам, как только услышите что ПИК предлагает квартиру Бегите, иначе потом будут долгие судебные иски и разбирательства. Сейчас мы решили продать квартиру и больше не связываться с таким конченным застройщиком.
Читать полностью",1
Константин,21.07.2019 18:25,По моему это при приёмке квартиры вычисляется и устраняется. Если вы такую приняли значит вам нравится. Есть сейчас фирмы которым нужно платить за то что бы они за вас сделали приёмку квартиры или не приёмку в зависимости от косяков застройщика и оптика вам все косяки. А вы в свою очередь можете не принимать квартиру пока их не устранят или же через суд не вернут деньги за не качественный ремонт.,
Ирина,22.01.2020 17:33,"Денис,пожалуйста,посоветуйте какие застройщики хорошие?Мы из другого города. Очень тяжело ориентироваться. Вообще ничего не пойму,нв сайт застройщиков заходишь,квартиры стоят 5млн.вВ этих же районах смотрим-готовые вторички с ремонтом 5600.Где выгода? Кроме ПИК ,посоветуйте какие? Ищем жилье сыну.Он сутками на работе.А я в другом городе...Если кто посоветует,всем СПАСИБО!!!",
Елизавета,26.01.2020 12:23,"ФОДД могу посоветовать, но это немного другая ценовая категория. Вообще, я бы на вашем месте смотрела хорошую вторичку (в кирпичном доме), выйдет выгодней.",
Светлана,31.07.2020 11:30,"Уже нашли? Какой район вас интересует? Надежнее, конечно, вторичку брать, если есть средства.",
